# PBC Ising L=16, dps=50, h_fd=1e-05
#       beta              logZ/N            energy/N                  cv
    0.1434      0.716777230926     -0.296906045907      0.045559579820
    0.1435      0.716806932609     -0.297127616626      0.045629649859
    0.1436      0.716836656451     -0.297349218953      0.045699787852
    0.1437      0.716866402454     -0.297570852914      0.045769993844
    0.1438      0.716896170622     -0.297792518535      0.045840267878
    0.1439      0.716925960959     -0.298014215844      0.045910610000
    0.1440      0.716955773467     -0.298235944868      0.045981020253
    0.1441      0.716985608149     -0.298457705632      0.046051498682
    0.1442      0.717015465009     -0.298679498164      0.046122045332
    0.1443      0.717045344050     -0.298901322490      0.046192660248
    0.1444      0.717075245274     -0.299123178638      0.046263343474
    0.1445      0.717105168686     -0.299345066634      0.046334095055
    0.1446      0.717135114289     -0.299566986504      0.046404915036
    0.1447      0.717165082085     -0.299788938276      0.046475803461
    0.1448      0.717195072077     -0.300010921977      0.046546760376
    0.1449      0.717225084270     -0.300232937633      0.046617785825
    0.1450      0.717255118666     -0.300454985271      0.046688879853
    0.1451      0.717285175268     -0.300677064917      0.046760042506
    0.1452      0.717315254080     -0.300899176600      0.046831273828
    0.1453      0.717345355105     -0.301121320345      0.046902573865
    0.1454      0.717375478345     -0.301343496180      0.046973942662
    0.1455      0.717405623805     -0.301565704131      0.047045380264
    0.1456      0.717435791487     -0.301787944226      0.047116886716
    0.1457      0.717465981395     -0.302010216491      0.047188462064
    0.1458      0.717496193531     -0.302232520953      0.047260106353
    0.1459      0.717526427900     -0.302454857639      0.047331819629
    0.1460      0.717556684504     -0.302677226577      0.047403601936
    0.1461      0.717586963347     -0.302899627792      0.047475453321
    0.1462      0.717617264431     -0.303122061313      0.047547373829
    0.1463      0.717647587760     -0.303344527165      0.047619363505
    0.1464      0.717677933337     -0.303567025377      0.047691422397
    0.1465      0.717708301166     -0.303789555975      0.047763550548
    0.1466      0.717738691249     -0.304012118986      0.047835748005
    0.1467      0.717769103591     -0.304234714437      0.047908014814
    0.1468      0.717799538193     -0.304457342355      0.047980351020
    0.1469      0.717829995060     -0.304680002768      0.048052756670
    0.1470      0.717860474195     -0.304902695702      0.048125231810
    0.1471      0.717890975601     -0.305125421184      0.048197776485
    0.1472      0.717921499280     -0.305348179242      0.048270390741
    0.1473      0.717952045238     -0.305570969903      0.048343074626
    0.1474      0.717982613475     -0.305793793193      0.048415828184
    0.1475      0.718013203997     -0.306016649140      0.048488651463
    0.1476      0.718043816806     -0.306239537772      0.048561544508
    0.1477      0.718074451906     -0.306462459114      0.048634507366
    0.1478      0.718105109299     -0.306685413195      0.048707540083
    0.1479      0.718135788990     -0.306908400042      0.048780642706
    0.1480      0.718166490980     -0.307131419682      0.048853815281
    0.1481      0.718197215275     -0.307354472141      0.048927057855
    0.1482      0.718227961876     -0.307577557448      0.049000370473
    0.1483      0.718258730787     -0.307800675629      0.049073753184
    0.1484      0.718289522012     -0.308023826712      0.049147206033
    0.1485      0.718320335554     -0.308247010724      0.049220729068
    0.1486      0.718351171415     -0.308470227692      0.049294322335
    0.1487      0.718382029600     -0.308693477644      0.049367985880
