# Device: cuda:3 | TF32 disabled: True
# L=16,  N=256 spins,  beta_c = ln(1+sqrt(2))/2 ~ 0.44069
# Derivatives: central finite difference, h=0.0001
# Precomputation: 0.65s | Matrix: 960x960 | ~0.01 GB/tensor
#     beta            logZ/N      FreeEnergy/N          Energy/N                Cv     dt(s)
  0.3680      0.8351062488     -2.2693104588     -0.8661345856      0.4846459738     0.035
  0.3681      0.8351928802     -2.2689293132     -0.8664925305      0.4851042173     0.044
  0.3682      0.8352795473     -2.2685484718     -0.8668506192      0.4855629413     0.043
  0.3683      0.8353662503     -2.2681679346     -0.8672088520      0.4860221145     0.041
  0.3684      0.8354529891     -2.2677877011     -0.8675672289      0.4864817525     0.053
  0.3685      0.8355397637     -2.2674077714     -0.8679257500      0.4869418419     0.053
  0.3686      0.8356265742     -2.2670281450     -0.8682844154      0.4874024028     0.056
  0.3687      0.8357134206     -2.2666488219     -0.8686432254      0.4878634249     0.052
  0.3688      0.8358003029     -2.2662698018     -0.8690021800      0.4883249073     0.045
  0.3689      0.8358872211     -2.2658910845     -0.8693612794      0.4887868486     0.046
  0.3690      0.8359741751     -2.2655126698     -0.8697205236      0.4892492599     0.051
  0.3691      0.8360611652     -2.2651345575     -0.8700799129      0.4897121340     0.052
  0.3692      0.8361481911     -2.2647567474     -0.8704394473      0.4901754652     0.051
  0.3693      0.8362352531     -2.2643792393     -0.8707991271      0.4906392781     0.054
  0.3694      0.8363223510     -2.2640020329     -0.8711589522      0.4911035367     0.041
  0.3695      0.8364094848     -2.2636251281     -0.8715189229      0.4915682778     0.055
  0.3696      0.8364966547     -2.2632485247     -0.8718790392      0.4920334760     0.054
  0.3697      0.8365838607     -2.2628722225     -0.8722393014      0.4924991468     0.055
  0.3698      0.8366711026     -2.2624962212     -0.8725997095      0.4929652831     0.053
  0.3699      0.8367583806     -2.2621205207     -0.8729602637      0.4934318882     0.054
  0.3700      0.8368456947     -2.2617451207     -0.8733209641      0.4938989655     0.037
  0.3701      0.8369330448     -2.2613700210     -0.8736818108      0.4943665034     0.049
  0.3702      0.8370204310     -2.2609952215     -0.8740428040      0.4948345279     0.050
  0.3703      0.8371078534     -2.2606207220     -0.8744039438      0.4953030031     0.049
  0.3704      0.8371953118     -2.2602465222     -0.8747652304      0.4957719672     0.051
  0.3705      0.8372828064     -2.2598726219     -0.8751266638      0.4962413903     0.050
  0.3706      0.8373703371     -2.2594990209     -0.8754882442      0.4967112956     0.041
  0.3707      0.8374579040     -2.2591257190     -0.8758499717      0.4971816651     0.052
  0.3708      0.8375455071     -2.2587527161     -0.8762118466      0.4976525115     0.054
  0.3709      0.8376331464     -2.2583800119     -0.8765738688      0.4981238337     0.058
  0.3710      0.8377208219     -2.2580076062     -0.8769360385      0.4985956273     0.058
  0.3711      0.8378085336     -2.2576354988     -0.8772983559      0.4990678990     0.060
  0.3712      0.8378962816     -2.2572636896     -0.8776608211      0.4995406490     0.052
  0.3713      0.8379840658     -2.2568921783     -0.8780234342      0.5000138610     0.060
  0.3714      0.8380718863     -2.2565209646     -0.8783861954      0.5004875691     0.046
  0.3715      0.8381597430     -2.2561500485     -0.8787491048      0.5009617367     0.053
  0.3716      0.8382476361     -2.2557794297     -0.8791121626      0.5014363997     0.044
  0.3717      0.8383355655     -2.2554091080     -0.8794753688      0.5019115292     0.044
  0.3718      0.8384235312     -2.2550390833     -0.8798387236      0.5023871379     0.038
  0.3719      0.8385115332     -2.2546693552     -0.8802022271      0.5028632339     0.048
  0.3720      0.8385995716     -2.2542999237     -0.8805658795      0.5033398037     0.052
  0.3721      0.8386876464     -2.2539307884     -0.8809296809      0.5038168508     0.056
  0.3722      0.8387757575     -2.2535619493     -0.8812936315      0.5042943848     0.048
  0.3723      0.8388639051     -2.2531934061     -0.8816577313      0.5047724030     0.059
  0.3724      0.8389520891     -2.2528251587     -0.8820219806      0.5052509012     0.059
  0.3725      0.8390403095     -2.2524572067     -0.8823863793      0.5057298783     0.053
  0.3726      0.8391285664     -2.2520895501     -0.8827509278      0.5062093361     0.054
  0.3727      0.8392168597     -2.2517221886     -0.8831156261      0.5066892890     0.060
  0.3728      0.8393051895     -2.2513551220     -0.8834804743      0.5071697173     0.059
  0.3729      0.8393935558     -2.2509883502     -0.8838454726      0.5076506383     0.055
  0.3730      0.8394819586     -2.2506218729     -0.8842106211      0.5081320324     0.050
  0.3731      0.8395703979     -2.2502556899     -0.8845759200      0.5086139293     0.052
  0.3732      0.8396588738     -2.2498898011     -0.8849413694      0.5090962970     0.059
  0.3733      0.8397473862     -2.2495242062     -0.8853069694      0.5095791590     0.049
  0.3734      0.8398359352     -2.2491589051     -0.8856727201      0.5100625142     0.045
  0.3735      0.8399245207     -2.2487938975     -0.8860386218      0.5105463459     0.053
  0.3736      0.8400131429     -2.2484291833     -0.8864046745      0.5110306794     0.050
  0.3737      0.8401018017     -2.2480647623     -0.8867708783      0.5115154903     0.052
  0.3738      0.8401904971     -2.2477006342     -0.8871372335      0.5120007990     0.045
  0.3739      0.8402792291     -2.2473367989     -0.8875037401      0.5124865967     0.054
  0.3740      0.8403679978     -2.2469732562     -0.8878703983      0.5129728822     0.052
  0.3741      0.8404568032     -2.2466100058     -0.8882372082      0.5134596653     0.054
  0.3742      0.8405456453     -2.2462470477     -0.8886041700      0.5139469354     0.048
  0.3743      0.8406345240     -2.2458843816     -0.8889712838      0.5144346961     0.058
  0.3744      0.8407234395     -2.2455220072     -0.8893385497      0.5149229634     0.051
  0.3745      0.8408123917     -2.2451599245     -0.8897059678      0.5154117033     0.042
  0.3746      0.8409013807     -2.2447981332     -0.8900735384      0.5159009583     0.037
  0.3747      0.8409904064     -2.2444366331     -0.8904412615      0.5163906962     0.038
  0.3748      0.8410794690     -2.2440754241     -0.8908091373      0.5168809313     0.031
  0.3749      0.8411685683     -2.2437145059     -0.8911771659      0.5173716702     0.030
  0.3750      0.8412577044     -2.2433538784     -0.8915453474      0.5178628901     0.032
  0.3751      0.8413468773     -2.2429935413     -0.8919136821      0.5183546255     0.034
  0.3752      0.8414360871     -2.2426334945     -0.8922821699      0.5188468458     0.036
  0.3753      0.8415253338     -2.2422737377     -0.8926508112      0.5193395700     0.040
  0.3754      0.8416146173     -2.2419142709     -0.8930196059      0.5198327860     0.046
  0.3755      0.8417039377     -2.2415550937     -0.8933885543      0.5203265099     0.049
  0.3756      0.8417932950     -2.2411962061     -0.8937576564      0.5208207327     0.044
  0.3757      0.8418826892     -2.2408376077     -0.8941269125      0.5213154548     0.056
  0.3758      0.8419721204     -2.2404792985     -0.8944963227      0.5218106704     0.055
  0.3759      0.8420615885     -2.2401212782     -0.8948658870      0.5223064033     0.052
  0.3760      0.8421510936     -2.2397635467     -0.8952356057      0.5228026241     0.050
  0.3761      0.8422406356     -2.2394061037     -0.8956054789      0.5232993538     0.050
  0.3762      0.8423302147     -2.2390489491     -0.8959755066      0.5237965847     0.039
  0.3763      0.8424198307     -2.2386920827     -0.8963456891      0.5242943237     0.049
  0.3764      0.8425094838     -2.2383355042     -0.8967160266      0.5247925601     0.049
  0.3765      0.8425991739     -2.2379792136     -0.8970865190      0.5252913084     0.051
  0.3766      0.8426889011     -2.2376232105     -0.8974571666      0.5257905550     0.055
  0.3767      0.8427786653     -2.2372674949     -0.8978279695      0.5262903144     0.055
  0.3768      0.8428684667     -2.2369120666     -0.8981989279      0.5267905760     0.050
  0.3769      0.8429583051     -2.2365569253     -0.8985700419      0.5272913465     0.078
  0.3770      0.8430481807     -2.2362020708     -0.8989413116      0.5277926247     0.073
  0.3771      0.8431380934     -2.2358475030     -0.8993127371      0.5282944079     0.079
  0.3772      0.8432280432     -2.2354932217     -0.8996843187      0.5287967044     0.078
  0.3773      0.8433180303     -2.2351392268     -0.9000560564      0.5292995115     0.066
  0.3774      0.8434080545     -2.2347855179     -0.9004279505      0.5298028200     0.060
  0.3775      0.8434981158     -2.2344320950     -0.9008000009      0.5303066493     0.077
  0.3776      0.8435882145     -2.2340789578     -0.9011722079      0.5308109778     0.077
  0.3777      0.8436783503     -2.2337261061     -0.9015445716      0.5313158280     0.072
  0.3778      0.8437685234     -2.2333735399     -0.9019170922      0.5318211939     0.075
  0.3779      0.8438587337     -2.2330212588     -0.9022897698      0.5323270602     0.063
  0.3780      0.8439489813     -2.2326692628     -0.9026626045      0.5328334367     0.070
  0.3781      0.8440392662     -2.2323175515     -0.9030355965      0.5333403446     0.074
  0.3782      0.8441295884     -2.2319661249     -0.9034087458      0.5338477524     0.076
  0.3783      0.8442199480     -2.2316149828     -0.9037820528      0.5343556765     0.078
  0.3784      0.8443103449     -2.2312641249     -0.9041555174      0.5348641220     0.075
  0.3785      0.8444007791     -2.2309135511     -0.9045291399      0.5353730846     0.057
  0.3786      0.8444912507     -2.2305632612     -0.9049029204      0.5358825488     0.057
  0.3787      0.8445817597     -2.2302132550     -0.9052768589      0.5363925420     0.072
  0.3788      0.8446723061     -2.2298635323     -0.9056509558      0.5369030600     0.069
  0.3789      0.8447628899     -2.2295140930     -0.9060252110      0.5374140761     0.060
  0.3790      0.8448535111     -2.2291649369     -0.9063996248      0.5379256272     0.056
  0.3791      0.8449441698     -2.2288160638     -0.9067741973      0.5384376947     0.057
  0.3792      0.8450348659     -2.2284674735     -0.9071489286      0.5389502743     0.048
  0.3793      0.8451255996     -2.2281191657     -0.9075238189      0.5394633775     0.050
  0.3794      0.8452163707     -2.2277711405     -0.9078988682      0.5399770080     0.050
  0.3795      0.8453071793     -2.2274233975     -0.9082740769      0.5404911437     0.053
  0.3796      0.8453980255     -2.2270759365     -0.9086494449      0.5410058203     0.053
  0.3797      0.8454889092     -2.2267287575     -0.9090249725      0.5415210158     0.049
  0.3798      0.8455798305     -2.2263818602     -0.9094006598      0.5420367195     0.043
  0.3799      0.8456707894     -2.2260352444     -0.9097765068      0.5425529540     0.053
  0.3800      0.8457617858     -2.2256889100     -0.9101525139      0.5430697280     0.047
  0.3801      0.8458528199     -2.2253428568     -0.9105286810      0.5435870017     0.041
  0.3802      0.8459438915     -2.2249970845     -0.9109050084      0.5441048205     0.038
  0.3803      0.8460350009     -2.2246515931     -0.9112814962      0.5446231543     0.034
  0.3804      0.8461261478     -2.2243063823     -0.9116581446      0.5451420115     0.033
  0.3805      0.8462173325     -2.2239614520     -0.9120349536      0.5456614038     0.037
  0.3806      0.8463085548     -2.2236168020     -0.9124119234      0.5461813156     0.037
  0.3807      0.8463998149     -2.2232724320     -0.9127890542      0.5467017586     0.036
  0.3808      0.8464911126     -2.2229283420     -0.9131663461      0.5472227379     0.036
  0.3809      0.8465824481     -2.2225845318     -0.9135437993      0.5477442299     0.041
  0.3810      0.8466738214     -2.2222410011     -0.9139214139      0.5482662608     0.043
  0.3811      0.8467652324     -2.2218977498     -0.9142991900      0.5487888229     0.042
  0.3812      0.8468566812     -2.2215547777     -0.9146771277      0.5493119150     0.047
  0.3813      0.8469481679     -2.2212120846     -0.9150552273      0.5498355247     0.058
  0.3814      0.8470396923     -2.2208696704     -0.9154334889      0.5503596880     0.059
  0.3815      0.8471312546     -2.2205275349     -0.9158119126      0.5508843663     0.062
  0.3816      0.8472228547     -2.2201856779     -0.9161904985      0.5514095861     0.065
  0.3817      0.8473144927     -2.2198440992     -0.9165692469      0.5519353284     0.056
  0.3818      0.8474061685     -2.2195027986     -0.9169481578      0.5524616195     0.062
  0.3819      0.8474978823     -2.2191617761     -0.9173272313      0.5529884307     0.066
  0.3820      0.8475896340     -2.2188210313     -0.9177064677      0.5535157850     0.063
  0.3821      0.8476814236     -2.2184805642     -0.9180858671      0.5540436715     0.068
  0.3822      0.8477732511     -2.2181403745     -0.9184654296      0.5545720892     0.077
  0.3823      0.8478651167     -2.2178004621     -0.9188451554      0.5551010562     0.075
  0.3824      0.8479570202     -2.2174608268     -0.9192250445      0.5556305404     0.083
  0.3825      0.8480489617     -2.2171214684     -0.9196050972      0.5561605798     0.086
  0.3826      0.8481409412     -2.2167823868     -0.9199853137      0.5566911454     0.083
  0.3827      0.8482329587     -2.2164435818     -0.9203656939      0.5572222475     0.070
  0.3828      0.8483250143     -2.2161050531     -0.9207462382      0.5577539011     0.073
  0.3829      0.8484171080     -2.2157668007     -0.9211269465      0.5582860904     0.072
  0.3830      0.8485092397     -2.2154288243     -0.9215078192      0.5588188125     0.084
  0.3831      0.8486014095     -2.2150911239     -0.9218888562      0.5593520712     0.087
  0.3832      0.8486936175     -2.2147536991     -0.9222700579      0.5598858880     0.082
  0.3833      0.8487858636     -2.2144165499     -0.9226514242      0.5604202292     0.073
  0.3834      0.8488781478     -2.2140796760     -0.9230329554      0.5609551180     0.076
  0.3835      0.8489704702     -2.2137430773     -0.9234146516      0.5614905515     0.074
  0.3836      0.8490628307     -2.2134067537     -0.9237965129      0.5620265205     0.081
  0.3837      0.8491552295     -2.2130707049     -0.9241785395      0.5625630466     0.082
  0.3838      0.8492476664     -2.2127349307     -0.9245607315      0.5631001057     0.082
  0.3839      0.8493401416     -2.2123994311     -0.9249430892      0.5636377096     0.064
  0.3840      0.8494326550     -2.2120642058     -0.9253256125      0.5641758622     0.071
  0.3841      0.8495252067     -2.2117292547     -0.9257083017      0.5647145572     0.073
  0.3842      0.8496177967     -2.2113945775     -0.9260911570      0.5652537968     0.077
  0.3843      0.8497104250     -2.2110601742     -0.9264741783      0.5657935863     0.077
  0.3844      0.8498030915     -2.2107260446     -0.9268573660      0.5663339179     0.069
  0.3845      0.8498957964     -2.2103921884     -0.9272407202      0.5668748036     0.051
  0.3846      0.8499885397     -2.2100586055     -0.9276242409      0.5674162372     0.054
  0.3847      0.8500813213     -2.2097252958     -0.9280079284      0.5679582077     0.067
  0.3848      0.8501741413     -2.2093922590     -0.9283917827      0.5685007319     0.055
  0.3849      0.8502669996     -2.2090594950     -0.9287758041      0.5690438201     0.055
  0.3850      0.8503598964     -2.2087270037     -0.9291599926      0.5695874333     0.053
  0.3851      0.8504528316     -2.2083947848     -0.9295443485      0.5701316197     0.049
  0.3852      0.8505458053     -2.2080628382     -0.9299288719      0.5706763368     0.042
  0.3853      0.8506388174     -2.2077311638     -0.9303135628      0.5712216231     0.044
  0.3854      0.8507318680     -2.2073997613     -0.9306984215      0.5717674426     0.049
  0.3855      0.8508249571     -2.2070686306     -0.9310834481      0.5723138387     0.043
  0.3856      0.8509180847     -2.2067377715     -0.9314686428      0.5728607641     0.041
  0.3857      0.8510112508     -2.2064071839     -0.9318540057      0.5734082504     0.041
  0.3858      0.8511044555     -2.2060768675     -0.9322395369      0.5739562931     0.041
  0.3859      0.8511976987     -2.2057468223     -0.9326252365      0.5745048895     0.044
  0.3860      0.8512909805     -2.2054170480     -0.9330111049      0.5750540383     0.042
  0.3861      0.8513843009     -2.2050875445     -0.9333971420      0.5756037515     0.045
  0.3862      0.8514776600     -2.2047583117     -0.9337833480      0.5761539964     0.047
  0.3863      0.8515710576     -2.2044293493     -0.9341697231      0.5767048231     0.050
  0.3864      0.8516644939     -2.2041006571     -0.9345562674      0.5772561958     0.042
  0.3865      0.8517579689     -2.2037722351     -0.9349429810      0.5778081230     0.059
  0.3866      0.8518514825     -2.2034440831     -0.9353298642      0.5783606085     0.059
  0.3867      0.8519450348     -2.2031162008     -0.9357169170      0.5789136579     0.061
  0.3868      0.8520386259     -2.2027885881     -0.9361041396      0.5794672548     0.066
  0.3869      0.8521322557     -2.2024612449     -0.9364915322      0.5800214246     0.072
  0.3870      0.8522259242     -2.2021341711     -0.9368790949      0.5805761413     0.076
  0.3871      0.8523196315     -2.2018073663     -0.9372668278      0.5811314268     0.076
  0.3872      0.8524133776     -2.2014808305     -0.9376547310      0.5816872649     0.068
  0.3873      0.8525071624     -2.2011545635     -0.9380428049      0.5822436645     0.075
  0.3874      0.8526009861     -2.2008285651     -0.9384310493      0.5828006377     0.082
  0.3875      0.8526948486     -2.2005028352     -0.9388194646      0.5833581548     0.075
  0.3876      0.8527887500     -2.2001773736     -0.9392080509      0.5839162413     0.079
  0.3877      0.8528826903     -2.1998521802     -0.9395968083      0.5844748894     0.094
  0.3878      0.8529766694     -2.1995272547     -0.9399857369      0.5850341061     0.084
  0.3879      0.8530706874     -2.1992025971     -0.9403748370      0.5855938768     0.086
  0.3880      0.8531647443     -2.1988782071     -0.9407641086      0.5861542154     0.091
  0.3881      0.8532588402     -2.1985540846     -0.9411535519      0.5867151157     0.078
  0.3882      0.8533529751     -2.1982302294     -0.9415431670      0.5872765947     0.080
  0.3883      0.8534471489     -2.1979066414     -0.9419329541      0.5878386212     0.085
  0.3884      0.8535413616     -2.1975833204     -0.9423229134      0.5884012140     0.071
  0.3885      0.8536356134     -2.1972602663     -0.9427130449      0.5889643852     0.080
  0.3886      0.8537299043     -2.1969374788     -0.9431033489      0.5895281103     0.080
  0.3887      0.8538242341     -2.1966149578     -0.9434938254      0.5900924147     0.070
  0.3888      0.8539186030     -2.1962927032     -0.9438844747      0.5906572687     0.071
  0.3889      0.8540130110     -2.1959707149     -0.9442752968      0.5912227113     0.083
  0.3890      0.8541074581     -2.1956489925     -0.9446662920      0.5917887028     0.074
  0.3891      0.8542019443     -2.1953275360     -0.9450574602      0.5923552688     0.087
  0.3892      0.8542964696     -2.1950063453     -0.9454488018      0.5929224197     0.086
  0.3893      0.8543910340     -2.1946854200     -0.9458403169      0.5934901157     0.073
  0.3894      0.8544856376     -2.1943647602     -0.9462320055      0.5940583992     0.070
  0.3895      0.8545802804     -2.1940443657     -0.9466238679      0.5946272405     0.079
  0.3896      0.8546749624     -2.1937242362     -0.9470159042      0.5951966619     0.078
  0.3897      0.8547696836     -2.1934043716     -0.9474081145      0.5957666485     0.080
  0.3898      0.8548644440     -2.1930847718     -0.9478004990      0.5963372078     0.075
  0.3899      0.8549592437     -2.1927654365     -0.9481930578      0.5969083349     0.062
  0.3900      0.8550540826     -2.1924463658     -0.9485857910      0.5974800489     0.044
  0.3901      0.8551489609     -2.1921275593     -0.9489786989      0.5980523115     0.053
  0.3902      0.8552438784     -2.1918090169     -0.9493717816      0.5986251687     0.058
  0.3903      0.8553388352     -2.1914907385     -0.9497650391      0.5991985955     0.057
  0.3904      0.8554338314     -2.1911727239     -0.9501584717      0.5997725807     0.058
  0.3905      0.8555288669     -2.1908549729     -0.9505520795      0.6003471584     0.061
  0.3906      0.8556239418     -2.1905374854     -0.9509458627      0.6009222986     0.045
  0.3907      0.8557190561     -2.1902202613     -0.9513398213      0.6014980256     0.062
  0.3908      0.8558142098     -2.1899033003     -0.9517339556      0.6020743109     0.065
  0.3909      0.8559094029     -2.1895866024     -0.9521282656      0.6026511839     0.057
  0.3910      0.8560046354     -2.1892701673     -0.9525227516      0.6032286313     0.055
  0.3911      0.8560999074     -2.1889539950     -0.9529174136      0.6038066537     0.053
  0.3912      0.8561952189     -2.1886380851     -0.9533122519      0.6043852532     0.046
  0.3913      0.8562905699     -2.1883224377     -0.9537072665      0.6049644285     0.054
  0.3914      0.8563859604     -2.1880070525     -0.9541024576      0.6055441817     0.055
  0.3915      0.8564813904     -2.1876919294     -0.9544978254      0.6061245185     0.057
  0.3916      0.8565768599     -2.1873770682     -0.9548933700      0.6067054240     0.055
  0.3917      0.8566723690     -2.1870624688     -0.9552890915      0.6072869139     0.042
  0.3918      0.8567679177     -2.1867481310     -0.9556849901      0.6078689750     0.052
  0.3919      0.8568635060     -2.1864340547     -0.9560810659      0.6084516351     0.051
  0.3920      0.8569591340     -2.1861202397     -0.9564773191      0.6090348451     0.054
  0.3921      0.8570548015     -2.1858066858     -0.9568737498      0.6096186653     0.054
  0.3922      0.8571505087     -2.1854933929     -0.9572703582      0.6102030414     0.062
  0.3923      0.8572462556     -2.1851803609     -0.9576671444      0.6107880132     0.039
  0.3924      0.8573420421     -2.1848675895     -0.9580641085      0.6113735640     0.065
  0.3925      0.8574378684     -2.1845550787     -0.9584612508      0.6119596841     0.065
  0.3926      0.8575337344     -2.1842428283     -0.9588585712      0.6125463994     0.064
  0.3927      0.8576296401     -2.1839308381     -0.9592560701      0.6131337003     0.065
  0.3928      0.8577255856     -2.1836191079     -0.9596537475      0.6137215563     0.067
  0.3929      0.8578215709     -2.1833076377     -0.9600516036      0.6143100346     0.061
  0.3930      0.8579175959     -2.1829964273     -0.9604496385      0.6148990587     0.064
  0.3931      0.8580136608     -2.1826854764     -0.9608478524      0.6154886855     0.082
  0.3932      0.8581097655     -2.1823747851     -0.9612462453      0.6160788949     0.083
  0.3933      0.8582059100     -2.1820643530     -0.9616448175      0.6166696874     0.081
  0.3934      0.8583020945     -2.1817541801     -0.9620435692      0.6172610599     0.079
  0.3935      0.8583983188     -2.1814442662     -0.9624425003      0.6178530164     0.068
  0.3936      0.8584945830     -2.1811346112     -0.9628416111      0.6184455692     0.048
  0.3937      0.8585908871     -2.1808252148     -0.9632409018      0.6190386897     0.076
  0.3938      0.8586872311     -2.1805160770     -0.9636403724      0.6196323990     0.071
  0.3939      0.8587836152     -2.1802071976     -0.9640400231      0.6202267111     0.069
  0.3940      0.8588800391     -2.1798985765     -0.9644398541      0.6208215853     0.066
  0.3941      0.8589765031     -2.1795902135     -0.9648398655      0.6214170669     0.064
  0.3942      0.8590730071     -2.1792821084     -0.9652400574      0.6220131147     0.038
  0.3943      0.8591695511     -2.1789742611     -0.9656404300      0.6226097691     0.064
  0.3944      0.8592661352     -2.1786666714     -0.9660409834      0.6232069959     0.067
  0.3945      0.8593627593     -2.1783593392     -0.9664417178      0.6238048128     0.068
  0.3946      0.8594594235     -2.1780522644     -0.9668426333      0.6244032238     0.070
  0.3947      0.8595561279     -2.1777454468     -0.9672437301      0.6250022206     0.070
  0.3948      0.8596528723     -2.1774388862     -0.9676450082      0.6256017916     0.050
  0.3949      0.8597496569     -2.1771325826     -0.9680464679      0.6262019666     0.064
  0.3950      0.8598464816     -2.1768265357     -0.9684481093      0.6268027235     0.067
  0.3951      0.8599433465     -2.1765207453     -0.9688499325      0.6274040733     0.067
  0.3952      0.8600402516     -2.1762152115     -0.9692519376      0.6280060025     0.068
  0.3953      0.8601371969     -2.1759099339     -0.9696541249      0.6286085375     0.067
  0.3954      0.8602341824     -2.1756049125     -0.9700564944      0.6292116389     0.050
  0.3955      0.8603312082     -2.1753001471     -0.9704590462      0.6298153575     0.058
  0.3956      0.8604282742     -2.1749956375     -0.9708617806      0.6304196364     0.057
  0.3957      0.8605253805     -2.1746913837     -0.9712646977      0.6310245264     0.056
  0.3958      0.8606225271     -2.1743873854     -0.9716677976      0.6316300071     0.051
  0.3959      0.8607197141     -2.1740836425     -0.9720710804      0.6322360599     0.056
  0.3960      0.8608169414     -2.1737801549     -0.9724745463      0.6328427217     0.050
  0.3961      0.8609142090     -2.1734769225     -0.9728781955      0.6334499651     0.044
  0.3962      0.8610115170     -2.1731739450     -0.9732820280      0.6340578010     0.068
  0.3963      0.8611088654     -2.1728712223     -0.9736860440      0.6346662246     0.053
  0.3964      0.8612062542     -2.1725687543     -0.9740902437      0.6352752520     0.053
  0.3965      0.8613036834     -2.1722665408     -0.9744946271      0.6358848593     0.052
  0.3966      0.8614011531     -2.1719645818     -0.9748991945      0.6364950697     0.046
  0.3967      0.8614986633     -2.1716628769     -0.9753039460      0.6371058520     0.041
  0.3968      0.8615962139     -2.1713614262     -0.9757088816      0.6377172505     0.052
  0.3969      0.8616938051     -2.1710602294     -0.9761140016      0.6383292183     0.054
  0.3970      0.8617914367     -2.1707592865     -0.9765193061      0.6389417979     0.056
  0.3971      0.8618891089     -2.1704585971     -0.9769247953      0.6395549583     0.053
  0.3972      0.8619868217     -2.1701581613     -0.9773304691      0.6401687121     0.042
  0.3973      0.8620845750     -2.1698579789     -0.9777363279      0.6407830702     0.050
  0.3974      0.8621823689     -2.1695580497     -0.9781423717      0.6413980122     0.051
  0.3975      0.8622802035     -2.1692583736     -0.9785486007      0.6420135384     0.051
  0.3976      0.8623780787     -2.1689589504     -0.9789550150      0.6426296773     0.050
  0.3977      0.8624759945     -2.1686597800     -0.9793616148      0.6432463908     0.065
  0.3978      0.8625739510     -2.1683608622     -0.9797684001      0.6438637180     0.041
  0.3979      0.8626719482     -2.1680621970     -0.9801753712      0.6444816240     0.065
  0.3980      0.8627699861     -2.1677637841     -0.9805825281      0.6451001253     0.066
  0.3981      0.8628680647     -2.1674656234     -0.9809898711      0.6457192152     0.067
  0.3982      0.8629661840     -2.1671677148     -0.9813974001      0.6463389204     0.067
  0.3983      0.8630643442     -2.1668700581     -0.9818051155      0.6469591994     0.077
  0.3984      0.8631625451     -2.1665726533     -0.9822130172      0.6475800752     0.047
  0.3985      0.8632607868     -2.1662755000     -0.9826211055      0.6482015467     0.084
  0.3986      0.8633590693     -2.1659785983     -0.9830293804      0.6488236265     0.085
  0.3987      0.8634573926     -2.1656819479     -0.9834378422      0.6494462765     0.086
  0.3988      0.8635557569     -2.1653855488     -0.9838464910      0.6500695392     0.085
  0.3989      0.8636541619     -2.1650894007     -0.9842553268      0.6506933922     0.083
  0.3990      0.8637526079     -2.1647935035     -0.9846643498      0.6513178289     0.055
  0.3991      0.8638510948     -2.1644978572     -0.9850735602      0.6519428797     0.070
  0.3992      0.8639496226     -2.1642024615     -0.9854829580      0.6525685045     0.073
  0.3993      0.8640481914     -2.1639073163     -0.9858925435      0.6531947390     0.076
  0.3994      0.8641468011     -2.1636124215     -0.9863023168      0.6538215659     0.070
  0.3995      0.8642454519     -2.1633177769     -0.9867122779      0.6544489787     0.070
  0.3996      0.8643441436     -2.1630233824     -0.9871224271      0.6550769990     0.054
  0.3997      0.8644428763     -2.1627292378     -0.9875327644      0.6557056024     0.059
  0.3998      0.8645416501     -2.1624353430     -0.9879432900      0.6563348106     0.066
  0.3999      0.8646404650     -2.1621416979     -0.9883540040      0.6569646081     0.066
  0.4000      0.8647393209     -2.1618483024     -0.9887649066      0.6575949936     0.066
  0.4001      0.8648382180     -2.1615551562     -0.9891759978      0.6582259905     0.069
  0.4002      0.8649371561     -2.1612622592     -0.9895872779      0.6588575673     0.057
  0.4003      0.8650361354     -2.1609696114     -0.9899987469      0.6594897441     0.060
  0.4004      0.8651351559     -2.1606772125     -0.9904104050      0.6601225211     0.069
  0.4005      0.8652342175     -2.1603850625     -0.9908222523      0.6607558900     0.072
  0.4006      0.8653333203     -2.1600931611     -0.9912342889      0.6613898423     0.071
  0.4007      0.8654324644     -2.1598015083     -0.9916465150      0.6620244051     0.068
  0.4008      0.8655316496     -2.1595101039     -0.9920589307      0.6626595557     0.056
  0.4009      0.8656308762     -2.1592189478     -0.9924715361      0.6632953070     0.060
  0.4010      0.8657301440     -2.1589280398     -0.9928843314      0.6639316345     0.063
  0.4011      0.8658294530     -2.1586373798     -0.9932973167      0.6645685795     0.065
  0.4012      0.8659288034     -2.1583469676     -0.9937104921      0.6652061015     0.055
  0.4013      0.8660281951     -2.1580568032     -0.9941238577      0.6658442295     0.056
  0.4014      0.8661276282     -2.1577668864     -0.9945374137      0.6664829424     0.048
  0.4015      0.8662271026     -2.1574772170     -0.9949511602      0.6671222550     0.048
  0.4016      0.8663266184     -2.1571877949     -0.9953650973      0.6677621605     0.052
  0.4017      0.8664261756     -2.1568986199     -0.9957792252      0.6684026612     0.058
  0.4018      0.8665257743     -2.1566096921     -0.9961935439      0.6690437503     0.053
  0.4019      0.8666254143     -2.1563210111     -0.9966080537      0.6696854426     0.054
  0.4020      0.8667250959     -2.1560325768     -0.9970227546      0.6703277133     0.055
  0.4021      0.8668248189     -2.1557443892     -0.9974376467      0.6709705970     0.049
  0.4022      0.8669245834     -2.1554564481     -0.9978527303      0.6716140600     0.058
  0.4023      0.8670243894     -2.1551687533     -0.9982680053      0.6722581153     0.062
  0.4024      0.8671242370     -2.1548813047     -0.9986834720      0.6729027741     0.067
  0.4025      0.8672241261     -2.1545941022     -0.9990991304      0.6735480188     0.066
