# Device: cuda:3 | TF32 disabled: True
# L=16,  N=256 spins,  beta_c = ln(1+sqrt(2))/2 ~ 0.44069
# Derivatives: central finite difference, h=0.0001
# Precomputation: 0.65s | Matrix: 960x960 | ~0.01 GB/tensor
#     beta            logZ/N      FreeEnergy/N          Energy/N                Cv     dt(s)
  0.1075      0.7040784800     -6.5495672558     -0.2051988930      0.0228507713     0.070
  0.1076      0.7040990098     -6.5436710946     -0.2053966379      0.0228955595     0.071
  0.1077      0.7041195593     -6.5377860662     -0.2055944023      0.0229403948     0.060
  0.1078      0.7041401287     -6.5319121397     -0.2057921862      0.0229852836     0.069
  0.1079      0.7041607178     -6.5260492842     -0.2059899896      0.0230302204     0.070
  0.1080      0.7041813267     -6.5201974690     -0.2061878126      0.0230752078     0.061
  0.1081      0.7042019553     -6.5143566636     -0.2063856551      0.0231202471     0.070
  0.1082      0.7042226038     -6.5085268372     -0.2065835171      0.0231653338     0.062
  0.1083      0.7042432720     -6.5027079597     -0.2067813988      0.0232104736     0.056
  0.1084      0.7042639601     -6.4969000006     -0.2069793001      0.0232556628     0.059
  0.1085      0.7042846679     -6.4911029299     -0.2071772210      0.0233009019     0.058
  0.1086      0.7043053955     -6.4853167174     -0.2073751616      0.0233461929     0.041
  0.1087      0.7043261429     -6.4795413333     -0.2075731219      0.0233915327     0.056
  0.1088      0.7043469101     -6.4737767476     -0.2077711018      0.0234369239     0.062
  0.1089      0.7043676971     -6.4680229306     -0.2079691015      0.0234823652     0.067
  0.1090      0.7043885040     -6.4622798528     -0.2081671209      0.0235278575     0.073
  0.1091      0.7044093306     -6.4565474846     -0.2083651600      0.0235734001     0.086
  0.1092      0.7044301770     -6.4508257966     -0.2085632189      0.0236189932     0.079
  0.1093      0.7044510432     -6.4451147595     -0.2087612977      0.0236646372     0.073
  0.1094      0.7044719292     -6.4394143441     -0.2089593962      0.0237103319     0.078
  0.1095      0.7044928351     -6.4337245214     -0.2091575146      0.0237560768     0.061
  0.1096      0.7045137608     -6.4280452623     -0.2093556528      0.0238018726     0.058
  0.1097      0.7045347062     -6.4223765380     -0.2095538109      0.0238477199     0.069
  0.1098      0.7045556715     -6.4167183198     -0.2097519889      0.0238936159     0.067
  0.1099      0.7045766566     -6.4110705789     -0.2099501867      0.0239395648     0.068
  0.1100      0.7045976616     -6.4054332868     -0.2101484046      0.0239855639     0.063
  0.1101      0.7046186863     -6.3998064151     -0.2103466424      0.0240316137     0.061
  0.1102      0.7046397309     -6.3941899354     -0.2105449001      0.0240777141     0.058
  0.1103      0.7046607953     -6.3885838194     -0.2107431779      0.0241238650     0.070
  0.1104      0.7046818795     -6.3829880391     -0.2109414756      0.0241700683     0.071
  0.1105      0.7047029836     -6.3774025663     -0.2111397934      0.0242163213     0.071
  0.1106      0.7047241075     -6.3718273732     -0.2113381312      0.0242626260     0.059
  0.1107      0.7047452512     -6.3662624318     -0.2115364891      0.0243089794     0.068
  0.1108      0.7047664148     -6.3607077145     -0.2117348671      0.0243553876     0.055
  0.1109      0.7047875982     -6.3551631937     -0.2119332653      0.0244018445     0.064
  0.1110      0.7048088014     -6.3496288417     -0.2121316835      0.0244483521     0.063
  0.1111      0.7048300245     -6.3441046311     -0.2123301219      0.0244949115     0.063
  0.1112      0.7048512674     -6.3385905346     -0.2125285805      0.0245415233     0.054
  0.1113      0.7048725302     -6.3330865250     -0.2127270592      0.0245881834     0.068
  0.1114      0.7048938129     -6.3275925751     -0.2129255582      0.0246348979     0.058
  0.1115      0.7049151153     -6.3221086578     -0.2131240774      0.0246816605     0.074
  0.1116      0.7049364377     -6.3166347462     -0.2133226168      0.0247284753     0.071
  0.1117      0.7049577799     -6.3111708135     -0.2135211765      0.0247753435     0.080
  0.1118      0.7049791419     -6.3057168328     -0.2137197565      0.0248222599     0.068
  0.1119      0.7050005238     -6.3002727776     -0.2139183569      0.0248692293     0.073
  0.1120      0.7050219256     -6.2948386213     -0.2141169775      0.0249162500     0.062
  0.1121      0.7050433472     -6.2894143373     -0.2143156185      0.0249633212     0.068
  0.1122      0.7050647887     -6.2839998993     -0.2145142799      0.0250104447     0.058
  0.1123      0.7050862501     -6.2785952811     -0.2147129616      0.0250576184     0.049
  0.1124      0.7051077313     -6.2732004564     -0.2149116638      0.0251048450     0.050
  0.1125      0.7051292324     -6.2678153991     -0.2151103864      0.0251521219     0.047
  0.1126      0.7051507534     -6.2624400833     -0.2153091294      0.0251994509     0.047
  0.1127      0.7051722942     -6.2570744829     -0.2155078930      0.0252468312     0.052
  0.1128      0.7051938550     -6.2517185723     -0.2157066770      0.0252942626     0.050
  0.1129      0.7052154356     -6.2463723256     -0.2159054815      0.0253417474     0.047
  0.1130      0.7052370361     -6.2410357173     -0.2161043065      0.0253892801     0.056
  0.1131      0.7052586564     -6.2357087217     -0.2163031521      0.0254368683     0.056
  0.1132      0.7052802967     -6.2303913134     -0.2165020183      0.0254845069     0.055
  0.1133      0.7053019568     -6.2250834671     -0.2167009050      0.0255321952     0.054
  0.1134      0.7053236369     -6.2197851575     -0.2168998124      0.0255799371     0.050
  0.1135      0.7053453368     -6.2144963594     -0.2170987404      0.0256277315     0.041
  0.1136      0.7053670566     -6.2092170476     -0.2172976890      0.0256755758     0.052
  0.1137      0.7053887963     -6.2039471973     -0.2174966583      0.0257234722     0.051
  0.1138      0.7054105559     -6.1986867833     -0.2176956483      0.0257714216     0.050
  0.1139      0.7054323355     -6.1934357810     -0.2178946591      0.0258194215     0.053
  0.1140      0.7054541349     -6.1881941656     -0.2180936905      0.0258674743     0.053
  0.1141      0.7054759542     -6.1829619123     -0.2182927427      0.0259155773     0.040
  0.1142      0.7054977934     -6.1777389967     -0.2184918157      0.0259637344     0.061
  0.1143      0.7055196526     -6.1725253942     -0.2186909094      0.0260119420     0.055
  0.1144      0.7055415316     -6.1673210805     -0.2188900240      0.0260602018     0.060
  0.1145      0.7055634306     -6.1621260311     -0.2190891594      0.0261085140     0.069
  0.1146      0.7055853494     -6.1569402220     -0.2192883156      0.0261568776     0.068
  0.1147      0.7056072882     -6.1517636288     -0.2194874927      0.0262052933     0.060
  0.1148      0.7056292469     -6.1465962277     -0.2196866907      0.0262537620     0.062
  0.1149      0.7056512256     -6.1414379945     -0.2198859096      0.0263022822     0.049
  0.1150      0.7056732241     -6.1362889054     -0.2200851495      0.0263508527     0.056
  0.1151      0.7056952426     -6.1311489365     -0.2202844103      0.0263994796     0.052
  0.1152      0.7057172810     -6.1260180642     -0.2204836920      0.0264481544     0.047
  0.1153      0.7057393393     -6.1208962648     -0.2206829948      0.0264968839     0.049
  0.1154      0.7057614176     -6.1157835147     -0.2208823186      0.0265456641     0.050
  0.1155      0.7057835158     -6.1106797904     -0.2210816634      0.0265944984     0.040
  0.1156      0.7058056339     -6.1055850686     -0.2212810292      0.0266433832     0.052
  0.1157      0.7058277720     -6.1004993259     -0.2214804161      0.0266923211     0.051
  0.1158      0.7058499300     -6.0954225390     -0.2216798241      0.0267413114     0.052
  0.1159      0.7058721080     -6.0903546848     -0.2218792533      0.0267903536     0.049
  0.1160      0.7058943059     -6.0852957402     -0.2220787035      0.0268394490     0.044
  0.1161      0.7059165237     -6.0802456822     -0.2222781749      0.0268885959     0.046
  0.1162      0.7059387615     -6.0752044879     -0.2224776675      0.0269377962     0.051
  0.1163      0.7059610192     -6.0701721345     -0.2226771813      0.0269870474     0.051
  0.1164      0.7059832969     -6.0651485991     -0.2228767163      0.0270363538     0.053
  0.1165      0.7060055946     -6.0601338591     -0.2230762725      0.0270857093     0.052
  0.1166      0.7060279122     -6.0551278919     -0.2232758499      0.0271351204     0.043
  0.1167      0.7060502498     -6.0501306748     -0.2234754487      0.0271845821     0.044
  0.1168      0.7060726073     -6.0451421856     -0.2236750687      0.0272340980     0.049
  0.1169      0.7060949848     -6.0401624018     -0.2238747101      0.0272836648     0.052
  0.1170      0.7061173822     -6.0351913010     -0.2240743727      0.0273332849     0.053
  0.1171      0.7061397996     -6.0302288612     -0.2242740568      0.0273829592     0.053
  0.1172      0.7061622370     -6.0252750600     -0.2244737622      0.0274326835     0.046
  0.1173      0.7061846944     -6.0203298755     -0.2246734890      0.0274824629     0.046
  0.1174      0.7062071717     -6.0153932856     -0.2248732372      0.0275322940     0.047
  0.1175      0.7062296690     -6.0104652684     -0.2250730069      0.0275821787     0.046
  0.1176      0.7062521863     -6.0055458021     -0.2252727980      0.0276321141     0.039
  0.1177      0.7062747236     -6.0006348649     -0.2254726106      0.0276821056     0.038
  0.1178      0.7062972809     -5.9957324351     -0.2256724446      0.0277321472     0.040
  0.1179      0.7063198581     -5.9908384910     -0.2258723002      0.0277822427     0.034
  0.1180      0.7063424553     -5.9859530111     -0.2260721774      0.0278323916     0.036
  0.1181      0.7063650725     -5.9810759740     -0.2262720760      0.0278825932     0.037
  0.1182      0.7063877097     -5.9762073581     -0.2264719963      0.0279328478     0.039
  0.1183      0.7064103669     -5.9713471422     -0.2266719382      0.0279831556     0.037
  0.1184      0.7064330441     -5.9664953050     -0.2268719016      0.0280335150     0.039
  0.1185      0.7064557413     -5.9616518254     -0.2270718868      0.0280839295     0.035
  0.1186      0.7064784585     -5.9568166821     -0.2272718935      0.0281343969     0.036
  0.1187      0.7065011957     -5.9519898541     -0.2274719220      0.0281849159     0.035
  0.1188      0.7065239529     -5.9471713205     -0.2276719721      0.0282354897     0.035
  0.1189      0.7065467301     -5.9423610604     -0.2278720440      0.0282861150     0.035
  0.1190      0.7065695273     -5.9375590528     -0.2280721376      0.0283367954     0.032
  0.1191      0.7065923445     -5.9327652771     -0.2282722530      0.0283875280     0.033
  0.1192      0.7066151817     -5.9279797126     -0.2284723901      0.0284383152     0.035
  0.1193      0.7066380390     -5.9232023385     -0.2286725490      0.0284891524     0.036
  0.1194      0.7066609162     -5.9184331344     -0.2288727298      0.0285400472     0.033
  0.1195      0.7066838135     -5.9136720798     -0.2290729324      0.0285909919     0.035
  0.1196      0.7067067308     -5.9089191541     -0.2292731569      0.0286419917     0.041
  0.1197      0.7067296682     -5.9041743372     -0.2294734032      0.0286930450     0.043
  0.1198      0.7067526255     -5.8994376086     -0.2296736715      0.0287441510     0.037
  0.1199      0.7067756029     -5.8947089483     -0.2298739616      0.0287953111     0.051
  0.1200      0.7067986003     -5.8899883359     -0.2300742737      0.0288465255     0.052
  0.1201      0.7068216178     -5.8852757515     -0.2302746078      0.0288977909     0.051
  0.1202      0.7068446552     -5.8805711750     -0.2304749639      0.0289491118     0.049
  0.1203      0.7068677127     -5.8758745864     -0.2306753419      0.0290004859     0.047
  0.1204      0.7068907903     -5.8711859659     -0.2308757420      0.0290519137     0.036
  0.1205      0.7069138879     -5.8665052937     -0.2310761641      0.0291033954     0.048
  0.1206      0.7069370055     -5.8618325500     -0.2312766083      0.0291549303     0.049
  0.1207      0.7069601432     -5.8571677151     -0.2314770746      0.0292065201     0.048
  0.1208      0.7069833009     -5.8525107694     -0.2316775630      0.0292581598     0.059
  0.1209      0.7070064787     -5.8478616934     -0.2318780735      0.0293098591     0.052
  0.1210      0.7070296766     -5.8432204674     -0.2320786062      0.0293616081     0.049
  0.1211      0.7070528944     -5.8385870722     -0.2322791610      0.0294134113     0.063
  0.1212      0.7070761324     -5.8339614884     -0.2324797380      0.0294652697     0.062
  0.1213      0.7070993904     -5.8293436966     -0.2326803372      0.0295171820     0.057
  0.1214      0.7071226685     -5.8247336776     -0.2328809587      0.0295691465     0.056
  0.1215      0.7071459666     -5.8201314122     -0.2330816023      0.0296211667     0.050
  0.1216      0.7071692848     -5.8155368814     -0.2332822683      0.0296732404     0.059
  0.1217      0.7071926230     -5.8109500661     -0.2334829566      0.0297253678     0.057
  0.1218      0.7072159814     -5.8063709472     -0.2336836671      0.0297775488     0.059
  0.1219      0.7072393598     -5.8017995059     -0.2338844000      0.0298297843     0.063
  0.1220      0.7072627583     -5.7972357234     -0.2340851553      0.0298820753     0.062
  0.1221      0.7072861768     -5.7926795807     -0.2342859329      0.0299344182     0.042
  0.1222      0.7073096154     -5.7881310592     -0.2344867329      0.0299868160     0.061
  0.1223      0.7073330742     -5.7835901402     -0.2346875553      0.0300392689     0.060
  0.1224      0.7073565529     -5.7790568051     -0.2348884002      0.0300917748     0.063
  0.1225      0.7073800518     -5.7745310354     -0.2350892675      0.0301443356     0.053
  0.1226      0.7074035708     -5.7700128124     -0.2352901572      0.0301969507     0.061
  0.1227      0.7074271099     -5.7655021179     -0.2354910695      0.0302496188     0.052
  0.1228      0.7074506690     -5.7609989334     -0.2356920043      0.0303023436     0.051
  0.1229      0.7074742483     -5.7565032406     -0.2358929616      0.0303551204     0.047
  0.1230      0.7074978476     -5.7520150212     -0.2360939415      0.0304079540     0.053
  0.1231      0.7075214671     -5.7475342571     -0.2362949440      0.0304608394     0.042
  0.1232      0.7075451066     -5.7430609302     -0.2364959690      0.0305137813     0.042
  0.1233      0.7075687662     -5.7385950223     -0.2366970167      0.0305667757     0.035
  0.1234      0.7075924460     -5.7341365154     -0.2368980870      0.0306198278     0.038
  0.1235      0.7076161459     -5.7296853916     -0.2370991800      0.0306729306     0.038
  0.1236      0.7076398658     -5.7252416330     -0.2373002956      0.0307260911     0.040
  0.1237      0.7076636059     -5.7208052217     -0.2375014340      0.0307793041     0.036
  0.1238      0.7076873661     -5.7163761399     -0.2377025950      0.0308325728     0.038
  0.1239      0.7077111464     -5.7119543700     -0.2379037789      0.0308858959     0.040
  0.1240      0.7077349469     -5.7075398942     -0.2381049854      0.0309392727     0.041
  0.1241      0.7077587674     -5.7031326949     -0.2383062148      0.0309927075     0.040
  0.1242      0.7077826081     -5.6987327546     -0.2385074669      0.0310461924     0.043
  0.1243      0.7078064689     -5.6943400558     -0.2387087419      0.0310997352     0.039
  0.1244      0.7078303499     -5.6899545810     -0.2389100398      0.0311533319     0.042
  0.1245      0.7078542509     -5.6855763128     -0.2391113605      0.0312069841     0.040
  0.1246      0.7078781721     -5.6812052339     -0.2393127040      0.0312606893     0.038
  0.1247      0.7079021135     -5.6768413270     -0.2395140705      0.0313144518     0.035
  0.1248      0.7079260750     -5.6724845750     -0.2397154599      0.0313682680     0.034
  0.1249      0.7079500566     -5.6681349606     -0.2399168723      0.0314221397     0.035
  0.1250      0.7079740583     -5.6637924667     -0.2401183076      0.0314760641     0.037
  0.1251      0.7079980802     -5.6594570762     -0.2403197659      0.0315300476     0.038
  0.1252      0.7080221223     -5.6551287722     -0.2405212473      0.0315840829     0.040
  0.1253      0.7080461845     -5.6508075378     -0.2407227516      0.0316381741     0.037
  0.1254      0.7080702668     -5.6464933559     -0.2409242790      0.0316923208     0.044
  0.1255      0.7080943693     -5.6421862099     -0.2411258295      0.0317465226     0.043
  0.1256      0.7081184920     -5.6378860828     -0.2413274031      0.0318007794     0.054
  0.1257      0.7081426348     -5.6335929580     -0.2415289998      0.0318550917     0.052
  0.1258      0.7081667978     -5.6293068188     -0.2417306196      0.0319094575     0.056
  0.1259      0.7081909809     -5.6250276485     -0.2419322626      0.0319638816     0.056
  0.1260      0.7082151843     -5.6207554306     -0.2421339287      0.0320183575     0.053
  0.1261      0.7082394077     -5.6164901485     -0.2423356181      0.0320728920     0.036
  0.1262      0.7082636514     -5.6122317859     -0.2425373306      0.0321274795     0.054
  0.1263      0.7082879152     -5.6079803262     -0.2427390664      0.0321821239     0.052
  0.1264      0.7083121992     -5.6037357531     -0.2429408255      0.0322368239     0.055
  0.1265      0.7083365034     -5.5994980503     -0.2431426078      0.0322915772     0.059
  0.1266      0.7083608277     -5.5952672015     -0.2433444135      0.0323463881     0.060
  0.1267      0.7083851722     -5.5910431906     -0.2435462424      0.0324012536     0.050
  0.1268      0.7084095370     -5.5868260013     -0.2437480947      0.0324561746     0.066
  0.1269      0.7084339219     -5.5826156175     -0.2439499704      0.0325111517     0.066
  0.1270      0.7084583270     -5.5784120233     -0.2441518694      0.0325661842     0.058
  0.1271      0.7084827522     -5.5742152025     -0.2443537919      0.0326212717     0.064
  0.1272      0.7085071977     -5.5700251393     -0.2445557378      0.0326764152     0.060
  0.1273      0.7085316634     -5.5658418176     -0.2447577071      0.0327316159     0.053
  0.1274      0.7085561493     -5.5616652218     -0.2449596999      0.0327868695     0.054
  0.1275      0.7085806553     -5.5574953359     -0.2451617162      0.0328421800     0.059
  0.1276      0.7086051816     -5.5533321442     -0.2453637559      0.0328975477     0.065
  0.1277      0.7086297281     -5.5491756310     -0.2455658193      0.0329529695     0.063
  0.1278      0.7086542948     -5.5450257806     -0.2457679061      0.0330084475     0.045
  0.1279      0.7086788817     -5.5408825775     -0.2459700165      0.0330639820     0.061
  0.1280      0.7087034888     -5.5367460060     -0.2461721506      0.0331195719     0.065
  0.1281      0.7087281161     -5.5326160506     -0.2463743082      0.0331752183     0.066
  0.1282      0.7087527636     -5.5284926960     -0.2465764895      0.0332309194     0.055
  0.1283      0.7087774314     -5.5243759266     -0.2467786944      0.0332866777     0.061
  0.1284      0.7088021194     -5.5202657271     -0.2469809230      0.0333424918     0.052
  0.1285      0.7088268276     -5.5161620823     -0.2471831753      0.0333983615     0.057
  0.1286      0.7088515560     -5.5120649767     -0.2473854513      0.0334542885     0.047
  0.1287      0.7088763047     -5.5079743952     -0.2475877511      0.0335102695     0.055
  0.1288      0.7089010736     -5.5038903226     -0.2477900746      0.0335663093     0.042
  0.1289      0.7089258627     -5.4998127438     -0.2479924218      0.0336224030     0.027
  0.1290      0.7089506720     -5.4957416437     -0.2481947929      0.0336785538     0.036
  0.1291      0.7089755016     -5.4916770072     -0.2483971878      0.0337347601     0.033
  0.1292      0.7090003515     -5.4876188194     -0.2485996066      0.0337910243     0.031
  0.1293      0.7090252216     -5.4835670654     -0.2488020492      0.0338473437     0.050
  0.1294      0.7090501119     -5.4795217302     -0.2490045157      0.0339037201     0.042
  0.1295      0.7090750225     -5.4754827989     -0.2492070061      0.0339601519     0.051
  0.1296      0.7090999533     -5.4714502568     -0.2494095204      0.0340166405     0.052
  0.1297      0.7091249044     -5.4674240891     -0.2496120587      0.0340731855     0.053
  0.1298      0.7091498757     -5.4634042812     -0.2498146210      0.0341297884     0.046
  0.1299      0.7091748673     -5.4593908182     -0.2500172072      0.0341864460     0.052
  0.1300      0.7091998791     -5.4553836857     -0.2502198174      0.0342431603     0.051
  0.1301      0.7092249112     -5.4513828689     -0.2504224517      0.0342999318     0.051
  0.1302      0.7092499636     -5.4473883535     -0.2506251100      0.0343567606     0.043
  0.1303      0.7092750363     -5.4434001249     -0.2508277924      0.0344136439     0.050
  0.1304      0.7093001292     -5.4394181686     -0.2510304989      0.0344705854     0.047
  0.1305      0.7093252424     -5.4354424703     -0.2512332295      0.0345275840     0.044
  0.1306      0.7093503758     -5.4314730156     -0.2514359843      0.0345846380     0.036
  0.1307      0.7093755296     -5.4275097901     -0.2516387632      0.0346417496     0.045
  0.1308      0.7094007036     -5.4235527797     -0.2518415662      0.0346989187     0.046
  0.1309      0.7094258979     -5.4196019701     -0.2520443935      0.0347561419     0.053
  0.1310      0.7094511125     -5.4156573470     -0.2522472450      0.0348134251     0.056
  0.1311      0.7094763473     -5.4117188965     -0.2524501208      0.0348707633     0.059
  0.1312      0.7095016025     -5.4077866043     -0.2526530208      0.0349281603     0.076
  0.1313      0.7095268779     -5.4038604565     -0.2528559450      0.0349856108     0.078
  0.1314      0.7095521737     -5.3999404389     -0.2530588936      0.0350431222     0.071
  0.1315      0.7095774897     -5.3960265377     -0.2532618665      0.0351006867     0.076
  0.1316      0.7096028260     -5.3921187390     -0.2534648638      0.0351583123     0.072
  0.1317      0.7096281827     -5.3882170287     -0.2536678854      0.0352159914     0.051
  0.1318      0.7096535596     -5.3843213932     -0.2538709315      0.0352737310     0.061
  0.1319      0.7096789569     -5.3804318186     -0.2540740019      0.0353315250     0.065
  0.1320      0.7097043744     -5.3765482911     -0.2542770967      0.0353893770     0.065
  0.1321      0.7097298123     -5.3726707971     -0.2544802161      0.0354472868     0.066
  0.1322      0.7097552705     -5.3687993228     -0.2546833598      0.0355052545     0.061
  0.1323      0.7097807490     -5.3649338546     -0.2548865281      0.0355632772     0.055
  0.1324      0.7098062478     -5.3610743790     -0.2550897209      0.0356213586     0.062
  0.1325      0.7098317669     -5.3572208823     -0.2552929382      0.0356794984     0.067
  0.1326      0.7098573064     -5.3533733512     -0.2554961801      0.0357376933     0.069
  0.1327      0.7098828661     -5.3495317720     -0.2556994466      0.0357959464     0.068
  0.1328      0.7099084463     -5.3456961314     -0.2559027377      0.0358542578     0.060
  0.1329      0.7099340467     -5.3418664160     -0.2561060534      0.0359126266     0.063
  0.1330      0.7099596675     -5.3380426125     -0.2563093937      0.0359710513     0.061
  0.1331      0.7099853086     -5.3342247075     -0.2565127587      0.0360295353     0.067
  0.1332      0.7100109700     -5.3304126878     -0.2567161484      0.0360880761     0.063
  0.1333      0.7100366518     -5.3266065401     -0.2569195628      0.0361466752     0.062
  0.1334      0.7100623539     -5.3228062513     -0.2571230019      0.0362053300     0.054
  0.1335      0.7100880764     -5.3190118082     -0.2573264657      0.0362640452     0.060
  0.1336      0.7101138192     -5.3152231978     -0.2575299544      0.0363228171     0.060
  0.1337      0.7101395824     -5.3114404068     -0.2577334678      0.0363816456     0.071
  0.1338      0.7101653659     -5.3076634224     -0.2579370060      0.0364405327     0.080
  0.1339      0.7101911698     -5.3038922315     -0.2581405691      0.0364994769     0.073
  0.1340      0.7102169940     -5.3001268211     -0.2583441570      0.0365584808     0.072
  0.1341      0.7102428386     -5.2963671784     -0.2585477698      0.0366175406     0.071
