# Device: cuda:3 | TF32 disabled: True
# L=32,  N=1024 spins,  beta_c = ln(1+sqrt(2))/2 ~ 0.44069
# Derivatives: central finite difference, h=0.0001
# Precomputation: 0.76s | Matrix: 3968x3968 | ~0.23 GB/tensor
#     beta            logZ/N      FreeEnergy/N          Energy/N                Cv     dt(s)
  0.2980      0.7858348717     -2.6370297709     -0.6712193756      0.2653192236     0.193
  0.2981      0.7859020086     -2.6363703744     -0.6715181918      0.2655802770     0.190
  0.2982      0.7859691754     -2.6357115203     -0.6718171013      0.2658415608     0.201
  0.2983      0.7860363720     -2.6350532082     -0.6721161043      0.2661030908     0.230
  0.2984      0.7861035986     -2.6343954376     -0.6724152008      0.2663648654     0.233
  0.2985      0.7861708551     -2.6337382079     -0.6727143909      0.2666268748     0.245
  0.2986      0.7862381415     -2.6330815186     -0.6730136748      0.2668891281     0.226
  0.2987      0.7863054578     -2.6324253692     -0.6733130524      0.2671516276     0.250
  0.2988      0.7863728041     -2.6317697593     -0.6736125239      0.2674143635     0.224
  0.2989      0.7864401803     -2.6311146882     -0.6739120893      0.2676773478     0.254
  0.2990      0.7865075865     -2.6304601555     -0.6742117487      0.2679405710     0.228
  0.2991      0.7865750226     -2.6298061606     -0.6745115022      0.2682040351     0.242
  0.2992      0.7866424888     -2.6291527032     -0.6748113499      0.2684677523     0.235
  0.2993      0.7867099849     -2.6284997825     -0.6751112919      0.2687317000     0.203
  0.2994      0.7867775110     -2.6278473983     -0.6754113282      0.2689959031     0.175
  0.2995      0.7868450672     -2.6271955499     -0.6757114589      0.2692603459     0.152
  0.2996      0.7869126533     -2.6265442368     -0.6760116841      0.2695250318     0.157
  0.2997      0.7869802695     -2.6258934585     -0.6763120038      0.2697899657     0.154
  0.2998      0.7870479157     -2.6252432146     -0.6766124182      0.2700551450     0.155
  0.2999      0.7871155920     -2.6245935045     -0.6769129274      0.2703205678     0.149
  0.3000      0.7871832983     -2.6239443277     -0.6772135313      0.2705862354     0.168
  0.3001      0.7872510347     -2.6232956838     -0.6775142302      0.2708521519     0.202
  0.3002      0.7873188012     -2.6226475722     -0.6778150240      0.2711183106     0.177
  0.3003      0.7873865977     -2.6219999924     -0.6781159128      0.2713847226     0.207
  0.3004      0.7874544244     -2.6213529439     -0.6784168968      0.2716513781     0.215
  0.3005      0.7875222811     -2.6207064263     -0.6787179760      0.2719182804     0.228
  0.3006      0.7875901679     -2.6200604389     -0.6790191505      0.2721854297     0.210
  0.3007      0.7876580849     -2.6194149814     -0.6793204204      0.2724528301     0.224
  0.3008      0.7877260320     -2.6187700533     -0.6796217857      0.2727204748     0.212
  0.3009      0.7877940093     -2.6181256540     -0.6799232466      0.2729883691     0.215
  0.3010      0.7878620167     -2.6174817830     -0.6802248030      0.2732565152     0.184
  0.3011      0.7879300542     -2.6168384399     -0.6805264552      0.2735249043     0.130
  0.3012      0.7879981220     -2.6161956241     -0.6808282032      0.2737935515     0.151
  0.3013      0.7880662199     -2.6155533351     -0.6811300470      0.2740624371     0.154
  0.3014      0.7881343480     -2.6149115726     -0.6814319867      0.2743315813     0.153
  0.3015      0.7882025063     -2.6142703359     -0.6817340225      0.2746009713     0.133
  0.3016      0.7882706948     -2.6136296246     -0.6820361544      0.2748706142     0.160
  0.3017      0.7883389135     -2.6129894382     -0.6823383824      0.2751405115     0.225
  0.3018      0.7884071625     -2.6123497762     -0.6826407067      0.2754106510     0.240
  0.3019      0.7884754416     -2.6117106381     -0.6829431274      0.2756810502     0.237
  0.3020      0.7885437511     -2.6110720235     -0.6832456445      0.2759516962     0.244
  0.3021      0.7886120908     -2.6104339317     -0.6835482582      0.2762225963     0.238
  0.3022      0.7886804607     -2.6097963625     -0.6838509684      0.2764937446     0.217
  0.3023      0.7887488610     -2.6091593152     -0.6841537753      0.2767651554     0.249
  0.3024      0.7888172915     -2.6085227893     -0.6844566789      0.2770368026     0.230
  0.3025      0.7888857523     -2.6078867845     -0.6847596794      0.2773087251     0.252
  0.3026      0.7889542434     -2.6072513002     -0.6850627768      0.2775808813     0.202
  0.3027      0.7890227649     -2.6066163359     -0.6853659713      0.2778533060     0.158
  0.3028      0.7890913166     -2.6059818911     -0.6856692628      0.2781259720     0.180
  0.3029      0.7891598987     -2.6053479654     -0.6859726515      0.2783989029     0.190
  0.3030      0.7892285112     -2.6047145583     -0.6862761374      0.2786720827     0.193
  0.3031      0.7892971539     -2.6040816692     -0.6865797207      0.2789455195     0.185
  0.3032      0.7893658271     -2.6034492978     -0.6868834014      0.2792192118     0.201
  0.3033      0.7894345306     -2.6028174435     -0.6871871797      0.2794931605     0.239
  0.3034      0.7895032645     -2.6021861059     -0.6874910555      0.2797673661     0.243
  0.3035      0.7895720288     -2.6015552845     -0.6877950290      0.2800418236     0.261
  0.3036      0.7896408235     -2.6009249787     -0.6880991002      0.2803165413     0.262
  0.3037      0.7897096487     -2.6002951882     -0.6884032693      0.2805915134     0.277
  0.3038      0.7897785042     -2.5996659124     -0.6887075363      0.2808667472     0.277
  0.3039      0.7898473902     -2.5990371509     -0.6890119013      0.2811422357     0.279
  0.3040      0.7899163066     -2.5984089032     -0.6893163645      0.2814179813     0.277
  0.3041      0.7899852534     -2.5977811688     -0.6896209258      0.2816939852     0.268
  0.3042      0.7900542308     -2.5971539473     -0.6899255853      0.2819702454     0.280
  0.3043      0.7901232386     -2.5965272381     -0.6902303432      0.2822467716     0.219
  0.3044      0.7901922768     -2.5959010408     -0.6905351996      0.2825235526     0.192
  0.3045      0.7902613456     -2.5952753550     -0.6908401544      0.2828005967     0.198
  0.3046      0.7903304449     -2.5946501801     -0.6911452079      0.2830778951     0.220
  0.3047      0.7903995746     -2.5940255157     -0.6914503600      0.2833554520     0.201
  0.3048      0.7904687349     -2.5934013613     -0.6917556109      0.2836332800     0.203
  0.3049      0.7905379258     -2.5927777165     -0.6920609607      0.2839113576     0.211
  0.3050      0.7906071471     -2.5921545807     -0.6923664094      0.2841897027     0.274
  0.3051      0.7906763990     -2.5915319536     -0.6926719571      0.2844683081     0.259
  0.3052      0.7907456815     -2.5909098346     -0.6929776040      0.2847471722     0.243
  0.3053      0.7908149946     -2.5902882233     -0.6932833500      0.2850263022     0.233
  0.3054      0.7908843382     -2.5896671191     -0.6935891954      0.2853056860     0.241
  0.3055      0.7909537124     -2.5890465218     -0.6938951401      0.2855853446     0.239
  0.3056      0.7910231172     -2.5884264307     -0.6942011842      0.2858652677     0.244
  0.3057      0.7910925526     -2.5878068454     -0.6945073279      0.2861454318     0.218
  0.3058      0.7911620187     -2.5871877655     -0.6948135712      0.2864258869     0.257
  0.3059      0.7912315153     -2.5865691904     -0.6951199143      0.2867065875     0.244
  0.3060      0.7913010427     -2.5859511198     -0.6954263571      0.2869875629     0.194
  0.3061      0.7913706006     -2.5853335532     -0.6957328998      0.2872687946     0.199
  0.3062      0.7914401892     -2.5847164900     -0.6960395425      0.2875502985     0.193
  0.3063      0.7915098085     -2.5840999299     -0.6963462853      0.2878320644     0.202
  0.3064      0.7915794585     -2.5834838724     -0.6966531282      0.2881140934     0.186
  0.3065      0.7916491392     -2.5828683170     -0.6969600713      0.2883963932     0.203
  0.3066      0.7917188505     -2.5822532632     -0.6972671148      0.2886789536     0.238
  0.3067      0.7917885926     -2.5816387107     -0.6975742587      0.2889617893     0.215
  0.3068      0.7918583654     -2.5810246589     -0.6978815030      0.2892448828     0.213
  0.3069      0.7919281689     -2.5804111075     -0.6981888480      0.2895282490     0.176
  0.3070      0.7919980031     -2.5797980558     -0.6984962936      0.2898118860     0.195
  0.3071      0.7920678681     -2.5791855035     -0.6988038400      0.2900957731     0.187
  0.3072      0.7921377639     -2.5785734502     -0.6991114872      0.2903799535     0.201
  0.3073      0.7922076904     -2.5779618953     -0.6994192353      0.2906643864     0.175
  0.3074      0.7922776477     -2.5773508385     -0.6997270845      0.2909490943     0.200
  0.3075      0.7923476359     -2.5767402792     -0.7000350348      0.2912340625     0.211
  0.3076      0.7924176548     -2.5761302170     -0.7003430863      0.2915193102     0.210
  0.3077      0.7924877045     -2.5755206515     -0.7006512391      0.2918048272     0.188
  0.3078      0.7925577850     -2.5749115822     -0.7009594932      0.2920906083     0.193
  0.3079      0.7926278964     -2.5743030087     -0.7012678488      0.2923766686     0.200
  0.3080      0.7926980386     -2.5736949304     -0.7015763060      0.2926629893     0.178
  0.3081      0.7927682116     -2.5730873471     -0.7018848648      0.2929495865     0.204
  0.3082      0.7928384155     -2.5724802581     -0.7021935253      0.2932364593     0.218
  0.3083      0.7929086503     -2.5718736631     -0.7025022877      0.2935235985     0.245
  0.3084      0.7929789160     -2.5712675616     -0.7028111519      0.2938110095     0.201
  0.3085      0.7930492126     -2.5706619532     -0.7031201182      0.2940986968     0.217
  0.3086      0.7931195400     -2.5700568374     -0.7034291865      0.2943866564     0.222
  0.3087      0.7931898984     -2.5694522138     -0.7037383571      0.2946748864     0.238
  0.3088      0.7932602877     -2.5688480819     -0.7040476298      0.2949633956     0.241
  0.3089      0.7933307079     -2.5682444413     -0.7043570050      0.2952521682     0.227
  0.3090      0.7934011591     -2.5676412916     -0.7046664826      0.2955412267     0.229
  0.3091      0.7934716412     -2.5670386322     -0.7049760627      0.2958305545     0.237
  0.3092      0.7935421543     -2.5664364628     -0.7052857454      0.2961201548     0.250
  0.3093      0.7936126984     -2.5658347830     -0.7055955309      0.2964100397     0.186
  0.3094      0.7936832734     -2.5652335922     -0.7059054192      0.2967001913     0.207
  0.3095      0.7937538795     -2.5646328900     -0.7062154104      0.2969906225     0.196
  0.3096      0.7938245165     -2.5640326760     -0.7065255045      0.2972813220     0.205
  0.3097      0.7938951846     -2.5634329498     -0.7068357017      0.2975723154     0.221
  0.3098      0.7939658836     -2.5628337109     -0.7071460022      0.2978635774     0.231
  0.3099      0.7940366138     -2.5622349589     -0.7074564058      0.2981551084     0.313
  0.3100      0.7941073749     -2.5616366933     -0.7077669128      0.2984469234     0.302
  0.3101      0.7941781671     -2.5610389137     -0.7080775233      0.2987390226     0.292
  0.3102      0.7942489904     -2.5604416197     -0.7083882373      0.2990313946     0.260
  0.3103      0.7943198448     -2.5598448108     -0.7086990549      0.2993240439     0.263
  0.3104      0.7943907302     -2.5592484866     -0.7090099763      0.2996169761     0.242
  0.3105      0.7944616468     -2.5586526466     -0.7093210014      0.2999101848     0.249
  0.3106      0.7945325944     -2.5580572905     -0.7096321305      0.3002036737     0.228
  0.3107      0.7946035732     -2.5574624178     -0.7099433635      0.3004974429     0.274
  0.3108      0.7946745831     -2.5568680280     -0.7102547006      0.3007914981     0.259
  0.3109      0.7947456241     -2.5562741208     -0.7105661419      0.3010858287     0.203
  0.3110      0.7948166963     -2.5556806956     -0.7108776875      0.3013804414     0.204
  0.3111      0.7948877997     -2.5550877521     -0.7111893374      0.3016753310     0.233
  0.3112      0.7949589342     -2.5544952899     -0.7115010918      0.3019705151     0.259
  0.3113      0.7950300999     -2.5539033084     -0.7118129508      0.3022659712     0.229
  0.3114      0.7951012968     -2.5533118073     -0.7121249143      0.3025617115     0.231
  0.3115      0.7951725249     -2.5527207862     -0.7124369826      0.3028577372     0.299
  0.3116      0.7952437842     -2.5521302445     -0.7127491558      0.3031540486     0.326
  0.3117      0.7953150747     -2.5515401820     -0.7130614338      0.3034506352     0.300
  0.3118      0.7953863965     -2.5509505981     -0.7133738169      0.3037475187     0.285
  0.3119      0.7954577495     -2.5503614924     -0.7136863051      0.3040446767     0.270
  0.3120      0.7955291337     -2.5497728646     -0.7139988985      0.3043421181     0.272
  0.3121      0.7956005493     -2.5491847141     -0.7143115971      0.3046398572     0.243
  0.3122      0.7956719961     -2.5485970405     -0.7146244012      0.3049378780     0.229
  0.3123      0.7957434741     -2.5480098436     -0.7149373107      0.3052361722     0.260
  0.3124      0.7958149835     -2.5474231227     -0.7152503258      0.3055347636     0.261
  0.3125      0.7958865242     -2.5468368775     -0.7155634466      0.3058336364     0.245
  0.3126      0.7959580962     -2.5462511075     -0.7158766732      0.3061328038     0.178
  0.3127      0.7960296995     -2.5456658124     -0.7161900056      0.3064322508     0.208
  0.3128      0.7961013342     -2.5450809917     -0.7165034440      0.3067319908     0.261
  0.3129      0.7961730002     -2.5444966450     -0.7168169884      0.3070320152     0.230
  0.3130      0.7962446976     -2.5439127719     -0.7171306389      0.3073323362     0.246
  0.3131      0.7963164264     -2.5433293720     -0.7174443957      0.3076329400     0.272
  0.3132      0.7963881865     -2.5427464447     -0.7177582589      0.3079338247     0.349
  0.3133      0.7964599780     -2.5421639898     -0.7180722284      0.3082350176     0.290
  0.3134      0.7965318009     -2.5415820068     -0.7183863045      0.3085364832     0.291
  0.3135      0.7966036553     -2.5410004953     -0.7187004872      0.3088382520     0.279
  0.3136      0.7966755410     -2.5404194548     -0.7190147766      0.3091403027     0.278
  0.3137      0.7967474582     -2.5398388850     -0.7193291729      0.3094426561     0.256
  0.3138      0.7968194069     -2.5392587854     -0.7196436760      0.3097452852     0.247
  0.3139      0.7968913870     -2.5386791557     -0.7199582862      0.3100482132     0.240
  0.3140      0.7969633985     -2.5380999953     -0.7202730034      0.3103514393     0.247
  0.3141      0.7970354416     -2.5375213039     -0.7205878278      0.3106549571     0.205
  0.3142      0.7971075161     -2.5369430811     -0.7209027596      0.3109587592     0.142
  0.3143      0.7971796221     -2.5363653265     -0.7212177987      0.3112628623     0.158
  0.3144      0.7972517596     -2.5357880396     -0.7215329453      0.3115672579     0.186
  0.3145      0.7973239287     -2.5352112200     -0.7218481995      0.3118719451     0.208
  0.3146      0.7973961293     -2.5346348674     -0.7221635614      0.3121769274     0.184
  0.3147      0.7974683614     -2.5340589813     -0.7224790311      0.3124822118     0.207
  0.3148      0.7975406251     -2.5334835613     -0.7227946086      0.3127877808     0.241
  0.3149      0.7976129203     -2.5329086070     -0.7231102941      0.3130936501     0.230
  0.3150      0.7976852472     -2.5323341179     -0.7234260877      0.3133998211     0.249
  0.3151      0.7977576056     -2.5317600938     -0.7237419894      0.3137062763     0.217
  0.3152      0.7978299956     -2.5311865341     -0.7240579994      0.3140130404     0.242
  0.3153      0.7979024172     -2.5306134385     -0.7243741178      0.3143200991     0.205
  0.3154      0.7979748704     -2.5300408065     -0.7246903446      0.3146274528     0.193
  0.3155      0.7980473552     -2.5294686378     -0.7250066800      0.3149351028     0.183
  0.3156      0.7981198717     -2.5288969319     -0.7253231241      0.3152430559     0.194
  0.3157      0.7981924198     -2.5283256885     -0.7256396769      0.3155513026     0.173
  0.3158      0.7982649996     -2.5277549071     -0.7259563386      0.3158598540     0.143
  0.3159      0.7983376111     -2.5271845873     -0.7262731092      0.3161687028     0.145
  0.3160      0.7984102543     -2.5266147287     -0.7265899889      0.3164778502     0.145
  0.3161      0.7984829291     -2.5260453310     -0.7269069778      0.3167872999     0.145
  0.3162      0.7985556357     -2.5254763936     -0.7272240758      0.3170970543     0.132
  0.3163      0.7986283739     -2.5249079163     -0.7275412833      0.3174070981     0.150
  0.3164      0.7987011439     -2.5243398986     -0.7278586002      0.3177174571     0.180
  0.3165      0.7987739456     -2.5237723401     -0.7281760266      0.3180281094     0.176
  0.3166      0.7988467791     -2.5232052404     -0.7284935627      0.3183390686     0.194
  0.3167      0.7989196444     -2.5226385992     -0.7288112086      0.3186503215     0.184
  0.3168      0.7989925414     -2.5220724159     -0.7291289643      0.3189618962     0.200
  0.3169      0.7990654702     -2.5215066903     -0.7294468299      0.3192737530     0.186
  0.3170      0.7991384307     -2.5209414219     -0.7297648056      0.3195859277     0.196
  0.3171      0.7992114231     -2.5203766103     -0.7300828915      0.3198984027     0.174
  0.3172      0.7992844473     -2.5198122551     -0.7304010876      0.3202111862     0.196
  0.3173      0.7993575033     -2.5192483559     -0.7307193941      0.3205242682     0.175
  0.3174      0.7994305912     -2.5186849124     -0.7310378110      0.3208376615     0.152
  0.3175      0.7995037109     -2.5181219241     -0.7313563385      0.3211513583     0.149
  0.3176      0.7995768625     -2.5175593906     -0.7316749766      0.3214653612     0.158
  0.3177      0.7996500459     -2.5169973116     -0.7319937255      0.3217796716     0.171
  0.3178      0.7997232612     -2.5164356866     -0.7323125853      0.3220942887     0.175
  0.3179      0.7997965084     -2.5158745153     -0.7326315560      0.3224092114     0.182
  0.3180      0.7998697875     -2.5153137972     -0.7329506378      0.3227244503     0.231
  0.3181      0.7999430985     -2.5147535320     -0.7332698307      0.3230399910     0.244
  0.3182      0.8000164415     -2.5141937193     -0.7335891350      0.3233558416     0.224
  0.3183      0.8000898164     -2.5136343587     -0.7339085506      0.3236719978     0.220
  0.3184      0.8001632232     -2.5130754497     -0.7342280776      0.3239884746     0.231
  0.3185      0.8002366620     -2.5125169921     -0.7345477163      0.3243052486     0.219
  0.3186      0.8003101327     -2.5119589854     -0.7348674666      0.3246223426     0.235
  0.3187      0.8003836355     -2.5114014292     -0.7351873287      0.3249397376     0.231
  0.3188      0.8004571702     -2.5108443231     -0.7355073027      0.3252574566     0.246
  0.3189      0.8005307369     -2.5102876668     -0.7358273887      0.3255754793     0.216
  0.3190      0.8006043357     -2.5097314598     -0.7361475867      0.3258938198     0.195
  0.3191      0.8006779664     -2.5091757018     -0.7364678970      0.3262124657     0.228
  0.3192      0.8007516293     -2.5086203924     -0.7367883196      0.3265314276     0.237
  0.3193      0.8008253241     -2.5080655312     -0.7371088545      0.3268507080     0.224
  0.3194      0.8008990510     -2.5075111178     -0.7374295020      0.3271702890     0.244
  0.3195      0.8009728100     -2.5069571518     -0.7377502621      0.3274901980     0.230
  0.3196      0.8010466011     -2.5064036329     -0.7380711349      0.3278104173     0.228
  0.3197      0.8011204242     -2.5058505607     -0.7383921205      0.3281309549     0.226
  0.3198      0.8011942795     -2.5052979347     -0.7387132191      0.3284517954     0.215
  0.3199      0.8012681669     -2.5047457546     -0.7390344306      0.3287729685     0.248
  0.3200      0.8013420864     -2.5041940200     -0.7393557553      0.3290944517     0.221
  0.3201      0.8014160380     -2.5036427305     -0.7396771933      0.3294162407     0.214
  0.3202      0.8014900218     -2.5030918858     -0.7399987446      0.3297383643     0.183
  0.3203      0.8015640378     -2.5025414854     -0.7403204093      0.3300607932     0.199
  0.3204      0.8016380859     -2.5019915291     -0.7406421876      0.3303835503     0.208
  0.3205      0.8017121662     -2.5014420163     -0.7409640795      0.3307066178     0.249
  0.3206      0.8017862787     -2.5008929467     -0.7412860852      0.3310300072     0.220
  0.3207      0.8018604234     -2.5003443200     -0.7416082048      0.3313537167     0.249
  0.3208      0.8019346004     -2.4997961358     -0.7419304384      0.3316777453     0.248
  0.3209      0.8020088095     -2.4992483937     -0.7422527860      0.3320020955     0.234
  0.3210      0.8020830509     -2.4987010932     -0.7425752479      0.3323267632     0.231
  0.3211      0.8021573246     -2.4981542341     -0.7428978240      0.3326517542     0.229
  0.3212      0.8022316305     -2.4976078160     -0.7432205146      0.3329770608     0.252
  0.3213      0.8023059687     -2.4970618384     -0.7435433196      0.3333027051     0.213
  0.3214      0.8023803392     -2.4965163010     -0.7438662393      0.3336286610     0.225
  0.3215      0.8024547419     -2.4959712035     -0.7441892737      0.3339549334     0.230
  0.3216      0.8025291770     -2.4954265454     -0.7445124229      0.3342815408     0.233
  0.3217      0.8026036444     -2.4948823264     -0.7448356871      0.3346084698     0.227
  0.3218      0.8026781441     -2.4943385461     -0.7451590663      0.3349357195     0.189
  0.3219      0.8027526762     -2.4937952042     -0.7454825607      0.3352632960     0.192
  0.3220      0.8028272407     -2.4932523002     -0.7458061703      0.3355911937     0.194
  0.3221      0.8029018375     -2.4927098338     -0.7461298953      0.3359194222     0.232
  0.3222      0.8029764666     -2.4921678046     -0.7464537358      0.3362479736     0.240
  0.3223      0.8030511282     -2.4916262122     -0.7467776919      0.3365768564     0.244
  0.3224      0.8031258222     -2.4910850564     -0.7471017636      0.3369060569     0.263
  0.3225      0.8032005486     -2.4905443366     -0.7474259512      0.3372355927     0.243
  0.3226      0.8032753074     -2.4900040526     -0.7477502547      0.3375654527     0.229
  0.3227      0.8033500986     -2.4894642039     -0.7480746742      0.3378956415     0.253
  0.3228      0.8034249223     -2.4889247903     -0.7483992099      0.3382261620     0.235
  0.3229      0.8034997785     -2.4883858112     -0.7487238618      0.3385570062     0.239
  0.3230      0.8035746671     -2.4878472665     -0.7490486300      0.3388881849     0.241
  0.3231      0.8036495882     -2.4873091556     -0.7493735147      0.3392196879     0.240
  0.3232      0.8037245418     -2.4867714783     -0.7496985160      0.3395515294     0.237
  0.3233      0.8037995279     -2.4862342341     -0.7500236339      0.3398836957     0.259
  0.3234      0.8038745465     -2.4856974227     -0.7503488687      0.3402161977     0.234
  0.3235      0.8039495977     -2.4851610438     -0.7506742203      0.3405490262     0.234
  0.3236      0.8040246813     -2.4846250969     -0.7509996890      0.3408821863     0.228
  0.3237      0.8040997976     -2.4840895817     -0.7513252748      0.3412156898     0.254
  0.3238      0.8041749464     -2.4835544978     -0.7516509778      0.3415495172     0.260
  0.3239      0.8042501278     -2.4830198450     -0.7519767982      0.3418836771     0.267
  0.3240      0.8043253418     -2.4824856227     -0.7523027360      0.3422181789     0.260
  0.3241      0.8044005883     -2.4819518307     -0.7526287914      0.3425530101     0.228
  0.3242      0.8044758675     -2.4814184686     -0.7529549645      0.3428881793     0.243
  0.3243      0.8045511793     -2.4808855360     -0.7532812554      0.3432236785     0.253
  0.3244      0.8046265238     -2.4803530326     -0.7536076642      0.3435595220     0.251
  0.3245      0.8047019009     -2.4798209580     -0.7539341910      0.3438956891     0.231
  0.3246      0.8047773106     -2.4792893118     -0.7542608359      0.3442322093     0.246
  0.3247      0.8048527530     -2.4787580937     -0.7545875990      0.3445690559     0.287
  0.3248      0.8049282281     -2.4782273034     -0.7549144806      0.3449062446     0.289
  0.3249      0.8050037359     -2.4776969404     -0.7552414805      0.3452437638     0.280
  0.3250      0.8050792764     -2.4771670044     -0.7555685991      0.3455816408     0.262
  0.3251      0.8051548496     -2.4766374951     -0.7558958363      0.3459198337     0.240
  0.3252      0.8052304556     -2.4761084120     -0.7562231924      0.3462583839     0.241
  0.3253      0.8053060943     -2.4755797549     -0.7565506674      0.3465972669     0.258
  0.3254      0.8053817657     -2.4750515234     -0.7568782614      0.3469364914     0.228
  0.3255      0.8054574699     -2.4745237172     -0.7572059746      0.3472760575     0.239
  0.3256      0.8055332069     -2.4739963358     -0.7575338070      0.3476159692     0.221
  0.3257      0.8056089767     -2.4734693789     -0.7578617588      0.3479562102     0.190
  0.3258      0.8056847793     -2.4729428461     -0.7581898300      0.3482968126     0.191
  0.3259      0.8057606147     -2.4724167372     -0.7585180209      0.3486377426     0.192
  0.3260      0.8058364829     -2.4718910518     -0.7588463315      0.3489790263     0.200
  0.3261      0.8059123839     -2.4713657894     -0.7591747620      0.3493206453     0.194
  0.3262      0.8059883178     -2.4708409498     -0.7595033124      0.3496626175     0.182
  0.3263      0.8060642846     -2.4703165326     -0.7598319828      0.3500049266     0.257
  0.3264      0.8061402842     -2.4697925375     -0.7601607734      0.3503475884     0.289
  0.3265      0.8062163167     -2.4692689640     -0.7604896844      0.3506905913     0.273
  0.3266      0.8062923822     -2.4687458119     -0.7608187157      0.3510339403     0.255
  0.3267      0.8063684805     -2.4682230808     -0.7611478675      0.3513776476     0.236
  0.3268      0.8064446117     -2.4677007703     -0.7614771400      0.3517216862     0.235
  0.3269      0.8065207759     -2.4671788801     -0.7618065333      0.3520660814     0.242
  0.3270      0.8065969730     -2.4666574099     -0.7621360474      0.3524108227     0.241
  0.3271      0.8066732031     -2.4661363593     -0.7624656826      0.3527559104     0.232
  0.3272      0.8067494662     -2.4656157279     -0.7627954388      0.3531013592     0.231
  0.3273      0.8068257622     -2.4650955155     -0.7631253162      0.3534471454     0.204
  0.3274      0.8069020912     -2.4645757216     -0.7634553150      0.3537932838     0.202
  0.3275      0.8069784533     -2.4640563459     -0.7637854353      0.3541397806     0.200
  0.3276      0.8070548483     -2.4635373881     -0.7641156771      0.3544866229     0.221
  0.3277      0.8071312764     -2.4630188478     -0.7644460407      0.3548338159     0.193
  0.3278      0.8072077375     -2.4625007246     -0.7647765260      0.3551813669     0.182
  0.3279      0.8072842317     -2.4619830184     -0.7651071333      0.3555292669     0.251
  0.3280      0.8073607590     -2.4614657285     -0.7654378626      0.3558775243     0.298
  0.3281      0.8074373193     -2.4609488549     -0.7657687141      0.3562261276     0.274
  0.3282      0.8075139127     -2.4604323970     -0.7660996879      0.3565750903     0.271
  0.3283      0.8075905392     -2.4599163546     -0.7664307841      0.3569244102     0.245
  0.3284      0.8076671989     -2.4594007274     -0.7667620028      0.3572740853     0.256
  0.3285      0.8077438916     -2.4588855148     -0.7670933441      0.3576241134     0.279
  0.3286      0.8078206175     -2.4583707168     -0.7674248082      0.3579744986     0.272
  0.3287      0.8078973766     -2.4578563328     -0.7677563952      0.3583252410     0.276
  0.3288      0.8079741688     -2.4573423626     -0.7680881052      0.3586763434     0.266
  0.3289      0.8080509942     -2.4568288057     -0.7684199384      0.3590278002     0.221
  0.3290      0.8081278528     -2.4563156620     -0.7687518947      0.3593796211     0.178
  0.3291      0.8082047446     -2.4558029310     -0.7690839744      0.3597317898     0.181
  0.3292      0.8082816696     -2.4552906124     -0.7694161777      0.3600843330     0.157
  0.3293      0.8083586278     -2.4547787058     -0.7697485045      0.3604372221     0.151
  0.3294      0.8084356193     -2.4542672110     -0.7700809550      0.3607904827     0.158
  0.3295      0.8085126440     -2.4537561275     -0.7704135294      0.3611440982     0.196
  0.3296      0.8085897020     -2.4532454551     -0.7707462277      0.3614980763     0.200
  0.3297      0.8086667933     -2.4527351934     -0.7710790502      0.3618524172     0.188
  0.3298      0.8087439178     -2.4522253421     -0.7714119968      0.3622071224     0.215
  0.3299      0.8088210757     -2.4517159008     -0.7717450678      0.3625621887     0.232
  0.3300      0.8088982668     -2.4512068692     -0.7720782632      0.3629176224     0.222
  0.3301      0.8089754913     -2.4506982469     -0.7724115832      0.3632734141     0.245
  0.3302      0.8090527491     -2.4501900337     -0.7727450279      0.3636295774     0.219
  0.3303      0.8091300403     -2.4496822292     -0.7730785974      0.3639860982     0.238
  0.3304      0.8092073649     -2.4491748331     -0.7734122919      0.3643429950     0.223
  0.3305      0.8092847228     -2.4486678450     -0.7737461114      0.3647002450     0.193
  0.3306      0.8093621141     -2.4481612646     -0.7740800562      0.3650578801     0.189
  0.3307      0.8094395388     -2.4476550916     -0.7744141262      0.3654158605     0.175
  0.3308      0.8095169969     -2.4471493256     -0.7747483217      0.3657742254     0.163
  0.3309      0.8095944885     -2.4466439663     -0.7750826427      0.3661329595     0.136
  0.3310      0.8096720134     -2.4461390134     -0.7754170894      0.3664920471     0.144
  0.3311      0.8097495719     -2.4456344665     -0.7757516619      0.3668515202     0.185
  0.3312      0.8098271638     -2.4451303254     -0.7760863604      0.3672113536     0.199
  0.3313      0.8099047891     -2.4446265896     -0.7764211849      0.3675715671     0.176
  0.3314      0.8099824480     -2.4441232589     -0.7767561356      0.3679321452     0.194
  0.3315      0.8100601404     -2.4436203329     -0.7770912126      0.3682930894     0.219
  0.3316      0.8101378662     -2.4431178114     -0.7774264161      0.3686544232     0.245
  0.3317      0.8102156257     -2.4426156939     -0.7777617460      0.3690161080     0.238
  0.3318      0.8102934186     -2.4421139801     -0.7780972027      0.3693781842     0.230
  0.3319      0.8103712451     -2.4416126698     -0.7784327862      0.3697406217     0.247
  0.3320      0.8104491052     -2.4411117625     -0.7787684966      0.3701034466     0.211
  0.3321      0.8105269988     -2.4406112580     -0.7791043341      0.3704666370     0.218
  0.3322      0.8106049260     -2.4401111560     -0.7794402988      0.3708302044     0.194
  0.3323      0.8106828869     -2.4396114561     -0.7797763907      0.3711941491     0.211
  0.3324      0.8107608813     -2.4391121579     -0.7801126102      0.3715584750     0.178
