# Device: cuda:2 | TF32 disabled: True
# L=64,  N=4096 spins,  beta_c = ln(1+sqrt(2))/2 ~ 0.44069
# Derivatives: central finite difference, h=0.0001
# Precomputation: 1.57s | Matrix: 16128x16128 | ~3.88 GB/tensor
#     beta            logZ/N      FreeEnergy/N          Energy/N                Cv     dt(s)
  0.2946      0.7851828073     -2.6652505341     -0.6742522513      0.2637765510     0.878
  0.2947      0.7852502478     -2.6645749839     -0.6745562278      0.2640400258     0.878
  0.2948      0.7853177186     -2.6638999952     -0.6748603016      0.2643037416     0.878
  0.2949      0.7853852198     -2.6632255674     -0.6751644726      0.2645677062     0.878
  0.2950      0.7854527515     -2.6625516999     -0.6754687410      0.2648319228     0.878
  0.2951      0.7855203136     -2.6618783923     -0.6757731068      0.2650963954     0.878
  0.2952      0.7855879061     -2.6612056440     -0.6760775701      0.2653611069     0.878
  0.2953      0.7856555291     -2.6605334544     -0.6763821310      0.2656260758     0.877
  0.2954      0.7857231825     -2.6598618230     -0.6766867896      0.2658912858     0.878
  0.2955      0.7857908664     -2.6591907494     -0.6769915460      0.2661567634     0.878
  0.2956      0.7858585808     -2.6585202329     -0.6772964003      0.2664224778     0.878
  0.2957      0.7859263257     -2.6578502730     -0.6776013525      0.2666884485     0.878
  0.2958      0.7859941011     -2.6571808692     -0.6779064028      0.2669546670     0.877
  0.2959      0.7860619070     -2.6565120210     -0.6782115511      0.2672211500     0.878
  0.2960      0.7861297434     -2.6558437278     -0.6785167977      0.2674878716     0.878
  0.2961      0.7861976104     -2.6551759891     -0.6788221425      0.2677548475     0.878
  0.2962      0.7862655078     -2.6545088043     -0.6791275858      0.2680220846     0.878
  0.2963      0.7863334359     -2.6538421731     -0.6794331275      0.2682895706     0.878
  0.2964      0.7864013945     -2.6531760947     -0.6797387677      0.2685573106     0.878
  0.2965      0.7864693836     -2.6525105687     -0.6800445066      0.2688252998     0.878
  0.2966      0.7865374034     -2.6518455946     -0.6803503442      0.2690935551     0.877
  0.2967      0.7866054537     -2.6511811719     -0.6806562806      0.2693620524     0.878
  0.2968      0.7866735346     -2.6505173000     -0.6809623159      0.2696308044     0.878
  0.2969      0.7867416462     -2.6498539783     -0.6812684502      0.2698998300     0.878
  0.2970      0.7868097883     -2.6491912065     -0.6815746835      0.2701690893     0.878
  0.2971      0.7868779611     -2.6485289838     -0.6818810161      0.2704386148     0.878
  0.2972      0.7869461645     -2.6478673100     -0.6821874478      0.2707083969     0.878
  0.2973      0.7870143986     -2.6472061843     -0.6824939789      0.2709784300     0.878
  0.2974      0.7870826633     -2.6465456063     -0.6828006094      0.2712487241     0.878
  0.2975      0.7871509587     -2.6458855755     -0.6831073394      0.2715192804     0.878
  0.2976      0.7872192848     -2.6452260913     -0.6834141690      0.2717900775     0.878
  0.2977      0.7872876415     -2.6445671533     -0.6837210983      0.2720611520     0.878
  0.2978      0.7873560290     -2.6439087609     -0.6840281273      0.2723324804     0.878
  0.2979      0.7874244472     -2.6432509136     -0.6843352562      0.2726040552     0.878
  0.2980      0.7874928961     -2.6425936109     -0.6846424850      0.2728758943     0.878
  0.2981      0.7875613757     -2.6419368523     -0.6849498139      0.2731479998     0.878
  0.2982      0.7876298860     -2.6412806372     -0.6852572429      0.2734203523     0.878
  0.2983      0.7876984271     -2.6406249652     -0.6855647721      0.2736929777     0.878
  0.2984      0.7877669990     -2.6399698357     -0.6858724016      0.2739658543     0.878
  0.2985      0.7878356016     -2.6393152482     -0.6861801315      0.2742389974     0.878
  0.2986      0.7879042350     -2.6386612023     -0.6864879619      0.2745123892     0.878
  0.2987      0.7879728992     -2.6380076973     -0.6867958928      0.2747860597     0.878
  0.2988      0.7880415942     -2.6373547329     -0.6871039243      0.2750599726     0.878
  0.2989      0.7881103200     -2.6367023084     -0.6874120567      0.2753341675     0.878
  0.2990      0.7881790766     -2.6360504234     -0.6877202898      0.2756086091     0.878
  0.2991      0.7882478640     -2.6353990773     -0.6880286239      0.2758833155     0.878
  0.2992      0.7883166823     -2.6347482698     -0.6883370590      0.2761582927     0.878
  0.2993      0.7883855314     -2.6340980001     -0.6886455951      0.2764335193     0.878
  0.2994      0.7884544114     -2.6334482680     -0.6889542325      0.2767090232     0.878
  0.2995      0.7885233223     -2.6327990728     -0.6892629712      0.2769847758     0.878
  0.2996      0.7885922640     -2.6321504140     -0.6895718112      0.2772608122     0.878
  0.2997      0.7886612367     -2.6315022911     -0.6898807526      0.2775370957     0.878
  0.2998      0.7887302402     -2.6308547037     -0.6901897957      0.2778136485     0.878
  0.2999      0.7887992746     -2.6302076513     -0.6904989403      0.2780904699     0.878
  0.3000      0.7888683400     -2.6295611332     -0.6908081867      0.2783675580     0.878
  0.3001      0.7889374362     -2.6289151491     -0.6911175349      0.2786448981     0.878
  0.3002      0.7890065635     -2.6282696984     -0.6914269851      0.2789225184     0.877
  0.3003      0.7890757216     -2.6276247807     -0.6917365372      0.2792004051     0.878
  0.3004      0.7891449108     -2.6269803954     -0.6920461914      0.2794785495     0.878
  0.3005      0.7892141309     -2.6263365420     -0.6923559478      0.2797569708     0.878
  0.3006      0.7892833820     -2.6256932201     -0.6926658065      0.2800356471     0.878
  0.3007      0.7893526640     -2.6250504292     -0.6929757676      0.2803146038     0.878
  0.3008      0.7894219771     -2.6244081686     -0.6932858311      0.2805938211     0.878
  0.3009      0.7894913212     -2.6237664381     -0.6935959971      0.2808733111     0.878
  0.3010      0.7895606963     -2.6231252370     -0.6939062658      0.2811530622     0.878
  0.3011      0.7896301025     -2.6224845648     -0.6942166373      0.2814330915     0.878
  0.3012      0.7896995397     -2.6218444212     -0.6945271115      0.2817133873     0.878
  0.3013      0.7897690079     -2.6212048055     -0.6948376887      0.2819939437     0.878
  0.3014      0.7898385072     -2.6205657173     -0.6951483689      0.2822747891     0.878
  0.3015      0.7899080376     -2.6199271561     -0.6954591522      0.2825558836     0.878
  0.3016      0.7899775990     -2.6192891214     -0.6957700387      0.2828372606     0.878
  0.3017      0.7900471916     -2.6186516128     -0.6960810285      0.2831189182     0.878
  0.3018      0.7901168152     -2.6180146296     -0.6963921216      0.2834008205     0.878
  0.3019      0.7901864700     -2.6173781716     -0.6967033182      0.2836830251     0.878
  0.3020      0.7902561559     -2.6167422380     -0.6970146184      0.2839654789     0.877
  0.3021      0.7903258729     -2.6161068286     -0.6973260223      0.2842482132     0.878
  0.3022      0.7903956211     -2.6154719427     -0.6976375299      0.2845312224     0.878
  0.3023      0.7904654004     -2.6148375800     -0.6979491414      0.2848145045     0.878
  0.3024      0.7905352109     -2.6142037398     -0.6982608568      0.2850980508     0.878
  0.3025      0.7906050526     -2.6135704218     -0.6985726762      0.2853818898     0.878
  0.3026      0.7906749255     -2.6129376254     -0.6988845997      0.2856659843     0.878
  0.3027      0.7907448295     -2.6123053502     -0.6991966275      0.2859503649     0.878
  0.3028      0.7908147648     -2.6116735957     -0.6995087596      0.2862350146     0.878
  0.3029      0.7908847313     -2.6110423614     -0.6998209961      0.2865199427     0.878
  0.3030      0.7909547290     -2.6104116468     -0.7001333371      0.2868051455     0.878
  0.3031      0.7910247579     -2.6097814514     -0.7004457827      0.2870906232     0.878
  0.3032      0.7910948181     -2.6091517749     -0.7007583330      0.2873763811     0.878
  0.3033      0.7911649096     -2.6085226166     -0.7010709881      0.2876624112     0.878
  0.3034      0.7912350323     -2.6078939761     -0.7013837481      0.2879487221     0.878
  0.3035      0.7913051864     -2.6072658529     -0.7016966130      0.2882353026     0.878
  0.3036      0.7913753717     -2.6066382466     -0.7020095830      0.2885221745     0.878
  0.3037      0.7914455883     -2.6060111566     -0.7023226582      0.2888093114     0.878
  0.3038      0.7915158362     -2.6053845826     -0.7026358386      0.2890967371     0.878
  0.3039      0.7915861154     -2.6047585240     -0.7029491244      0.2893844314     0.878
  0.3040      0.7916564260     -2.6041329803     -0.7032625157      0.2896724129     0.878
  0.3041      0.7917267679     -2.6035079511     -0.7035760125      0.2899606737     0.878
  0.3042      0.7917971412     -2.6028834360     -0.7038896149      0.2902492037     0.878
  0.3043      0.7918675459     -2.6022594343     -0.7042033231      0.2905380320     0.878
  0.3044      0.7919379819     -2.6016359457     -0.7045171372      0.2908271227     0.878
  0.3045      0.7920084493     -2.6010129697     -0.7048310571      0.2911165185     0.878
  0.3046      0.7920789481     -2.6003905059     -0.7051450831      0.2914061689     0.878
  0.3047      0.7921494783     -2.5997685537     -0.7054592152      0.2916961165     0.878
  0.3048      0.7922200399     -2.5991471126     -0.7057734536      0.2919863400     0.878
  0.3049      0.7922906330     -2.5985261823     -0.7060877983      0.2922768508     0.878
  0.3050      0.7923612575     -2.5979057623     -0.7064022493      0.2925676440     0.878
  0.3051      0.7924319134     -2.5972858520     -0.7067168069      0.2928587221     0.878
  0.3052      0.7925026009     -2.5966664510     -0.7070314712      0.2931500758     0.878
  0.3053      0.7925733197     -2.5960475589     -0.7073462421      0.2934417169     0.878
  0.3054      0.7926440701     -2.5954291752     -0.7076611198      0.2937336434     0.878
  0.3055      0.7927148520     -2.5948112994     -0.7079761044      0.2940258578     0.878
  0.3056      0.7927856653     -2.5941939310     -0.7082911961      0.2943183633     0.878
  0.3057      0.7928565102     -2.5935770697     -0.7086063948      0.2946111250     0.878
  0.3058      0.7929273866     -2.5929607149     -0.7089217008      0.2949042126     0.878
  0.3059      0.7929982945     -2.5923448661     -0.7092371140      0.2951975537     0.878
  0.3060      0.7930692340     -2.5917295230     -0.7095526346      0.2954912077     0.878
  0.3061      0.7931402051     -2.5911146850     -0.7098682628      0.2957851240     0.878
  0.3062      0.7932112077     -2.5905003517     -0.7101839985      0.2960793454     0.878
  0.3063      0.7932822419     -2.5898865226     -0.7104998419      0.2963738504     0.878
  0.3064      0.7933533076     -2.5892731973     -0.7108157931      0.2966686381     0.878
  0.3065      0.7934244050     -2.5886603753     -0.7111318522      0.2969637181     0.878
  0.3066      0.7934955340     -2.5880480562     -0.7114480192      0.2972590866     0.878
  0.3067      0.7935666946     -2.5874362394     -0.7117642944      0.2975547501     0.878
  0.3068      0.7936378869     -2.5868249246     -0.7120806778      0.2978506910     0.878
  0.3069      0.7937091108     -2.5862141113     -0.7123971694      0.2981469357     0.878
  0.3070      0.7937803663     -2.5856037991     -0.7127137694      0.2984434615     0.878
  0.3071      0.7938516535     -2.5849939874     -0.7130304779      0.2987402759     0.878
  0.3072      0.7939229724     -2.5843846758     -0.7133472950      0.2990373960     0.878
  0.3073      0.7939943230     -2.5837758639     -0.7136642208      0.2993347926     0.878
  0.3074      0.7940657053     -2.5831675512     -0.7139812554      0.2996324870     0.878
  0.3075      0.7941371192     -2.5825597373     -0.7142983989      0.2999304741     0.878
  0.3076      0.7942085649     -2.5819524218     -0.7146156513      0.3002287490     0.878
  0.3077      0.7942800424     -2.5813456040     -0.7149330129      0.3005273299     0.878
  0.3078      0.7943515515     -2.5807392837     -0.7152504836      0.3008261884     0.878
  0.3079      0.7944230925     -2.5801334604     -0.7155680637      0.3011253534     0.878
  0.3080      0.7944946651     -2.5795281336     -0.7158857531      0.3014248061     0.878
  0.3081      0.7945662696     -2.5789233029     -0.7162035520      0.3017245542     0.878
  0.3082      0.7946379059     -2.5783189677     -0.7165214605      0.3020245968     0.878
  0.3083      0.7947095739     -2.5777151278     -0.7168394787      0.3023249426     0.878
  0.3084      0.7947812738     -2.5771117826     -0.7171576067      0.3026255729     0.878
  0.3085      0.7948530054     -2.5765089317     -0.7174758446      0.3029265027     0.878
  0.3086      0.7949247689     -2.5759065746     -0.7177941926      0.3032277334     0.878
  0.3087      0.7949965643     -2.5753047109     -0.7181126506      0.3035292620     0.878
  0.3088      0.7950683915     -2.5747033402     -0.7184312188      0.3038310835     0.878
  0.3089      0.7951402505     -2.5741024620     -0.7187498974      0.3041332024     0.878
  0.3090      0.7952121414     -2.5735020758     -0.7190686863      0.3044356210     0.878
  0.3091      0.7952840642     -2.5729021813     -0.7193875858      0.3047383428     0.878
  0.3092      0.7953560189     -2.5723027780     -0.7197065959      0.3050413532     0.878
  0.3093      0.7954280056     -2.5717038654     -0.7200257167      0.3053446780     0.878
  0.3094      0.7955000241     -2.5711054431     -0.7203449484      0.3056482940     0.878
  0.3095      0.7955720746     -2.5705075107     -0.7206642909      0.3059522036     0.878
  0.3096      0.7956441570     -2.5699100677     -0.7209837446      0.3062564240     0.878
  0.3097      0.7957162713     -2.5693131137     -0.7213033093      0.3065609461     0.878
  0.3098      0.7957884176     -2.5687166482     -0.7216229853      0.3068657678     0.878
  0.3099      0.7958605959     -2.5681206709     -0.7219427726      0.3071708820     0.878
  0.3100      0.7959328062     -2.5675251812     -0.7222626714      0.3074763093     0.878
  0.3101      0.7960050484     -2.5669301788     -0.7225826818      0.3077820402     0.878
  0.3102      0.7960773227     -2.5663356631     -0.7229028038      0.3080880697     0.878
  0.3103      0.7961496290     -2.5657416339     -0.7232230375      0.3083944002     0.878
  0.3104      0.7962219673     -2.5651480906     -0.7235433832      0.3087010406     0.878
  0.3105      0.7962943377     -2.5645550327     -0.7238638408      0.3090079824     0.878
  0.3106      0.7963667401     -2.5639624600     -0.7241844104      0.3093152292     0.878
  0.3107      0.7964391746     -2.5633703719     -0.7245050923      0.3096227781     0.878
  0.3108      0.7965116411     -2.5627787680     -0.7248258865      0.3099306421     0.878
  0.3109      0.7965841397     -2.5621876479     -0.7251467930      0.3102388066     0.878
  0.3110      0.7966566705     -2.5615970111     -0.7254678121      0.3105472728     0.878
  0.3111      0.7967292333     -2.5610068572     -0.7257889438      0.3108560464     0.878
  0.3112      0.7968018282     -2.5604171859     -0.7261101881      0.3111651416     0.878
  0.3113      0.7968744553     -2.5598279966     -0.7264315453      0.3114745276     0.878
  0.3114      0.7969471146     -2.5592392889     -0.7267530155      0.3117842270     0.878
  0.3115      0.7970198059     -2.5586510624     -0.7270745986      0.3120942393     0.878
  0.3116      0.7970925295     -2.5580633167     -0.7273962949      0.3124045581     0.878
  0.3117      0.7971652852     -2.5574760513     -0.7277181045      0.3127151805     0.878
  0.3118      0.7972380731     -2.5568892659     -0.7280400274      0.3130261241     0.878
  0.3119      0.7973108932     -2.5563029599     -0.7283620637      0.3133373674     0.878
  0.3120      0.7973837455     -2.5557171330     -0.7286842136      0.3136489292     0.878
  0.3121      0.7974566300     -2.5551317848     -0.7290064772      0.3139607913     0.878
  0.3122      0.7975295468     -2.5545469148     -0.7293288546      0.3142729940     0.878
  0.3123      0.7976024958     -2.5539625226     -0.7296513459      0.3145854651     0.878
  0.3124      0.7976754771     -2.5533786078     -0.7299739512      0.3148982806     0.878
  0.3125      0.7977484906     -2.5527951699     -0.7302966706      0.3152113889     0.878
  0.3126      0.7978215364     -2.5522122086     -0.7306195042      0.3155248313     0.878
  0.3127      0.7978946145     -2.5516297234     -0.7309424521      0.3158385681     0.878
  0.3128      0.7979677249     -2.5510477139     -0.7312655145      0.3161526287     0.878
  0.3129      0.7980408676     -2.5504661796     -0.7315886914      0.3164670038     0.878
  0.3130      0.7981140426     -2.5498851202     -0.7319119829      0.3167816935     0.878
  0.3131      0.7981872500     -2.5493045353     -0.7322353892      0.3170967025     0.878
  0.3132      0.7982604897     -2.5487244244     -0.7325589104      0.3174120093     0.878
  0.3133      0.7983337618     -2.5481447870     -0.7328825466      0.3177276578     0.878
  0.3134      0.7984070662     -2.5475656229     -0.7332062978      0.3180436056     0.878
  0.3135      0.7984804030     -2.5469869316     -0.7335301643      0.3183598761     0.878
  0.3136      0.7985537723     -2.5464087125     -0.7338541461      0.3186764661     0.878
  0.3137      0.7986271739     -2.5458309655     -0.7341782433      0.3189933727     0.878
  0.3138      0.7987006079     -2.5452536899     -0.7345024560      0.3193105919     0.878
  0.3139      0.7987740744     -2.5446768855     -0.7348267843      0.3196281358     0.878
  0.3140      0.7988475733     -2.5441005518     -0.7351512284      0.3199460015     0.878
  0.3141      0.7989211046     -2.5435246883     -0.7354757884      0.3202641871     0.878
  0.3142      0.7989946684     -2.5429492948     -0.7358004643      0.3205826885     0.878
  0.3143      0.7990682647     -2.5423743707     -0.7361252564      0.3209015092     0.878
  0.3144      0.7991418935     -2.5417999156     -0.7364501646      0.3212206562     0.878
  0.3145      0.7992155547     -2.5412259292     -0.7367751891      0.3215401219     0.878
  0.3146      0.7992892485     -2.5406524110     -0.7371003301      0.3218599100     0.878
  0.3147      0.7993629748     -2.5400793607     -0.7374255875      0.3221800263     0.878
  0.3148      0.7994367336     -2.5395067777     -0.7377509617      0.3225004535     0.878
  0.3149      0.7995105250     -2.5389346618     -0.7380764526      0.3228212149     0.878
  0.3150      0.7995843489     -2.5383630124     -0.7384020603      0.3231422975     0.878
  0.3151      0.7996582054     -2.5377918293     -0.7387277850      0.3234636974     0.878
  0.3152      0.7997320945     -2.5372211119     -0.7390536268      0.3237854290     0.878
  0.3153      0.7998060161     -2.5366508599     -0.7393795859      0.3241074961     0.878
  0.3154      0.7998799704     -2.5360810729     -0.7397056622      0.3244298668     0.877
  0.3155      0.7999539573     -2.5355117504     -0.7400318560      0.3247525779     0.878
  0.3156      0.8000279768     -2.5349428921     -0.7403581673      0.3250756065     0.878
  0.3157      0.8001020289     -2.5343744976     -0.7406845963      0.3253989749     0.878
  0.3158      0.8001761137     -2.5338065664     -0.7410111431      0.3257226625     0.878
  0.3159      0.8002502311     -2.5332390982     -0.7413378077      0.3260466806     0.878
  0.3160      0.8003243812     -2.5326720925     -0.7416645904      0.3263710206     0.878
  0.3161      0.8003985640     -2.5321055490     -0.7419914911      0.3266956972     0.878
  0.3162      0.8004727795     -2.5315394672     -0.7423185101      0.3270207063     0.878
  0.3163      0.8005470277     -2.5309738468     -0.7426456474      0.3273460349     0.878
  0.3164      0.8006213087     -2.5304086873     -0.7429729032      0.3276716998     0.878
  0.3165      0.8006956223     -2.5298439884     -0.7433002776      0.3279976969     0.878
  0.3166      0.8007699687     -2.5292797496     -0.7436277707      0.3283240177     0.878
  0.3167      0.8008443479     -2.5287159706     -0.7439553826      0.3286506791     0.878
  0.3168      0.8009187598     -2.5281526509     -0.7442831133      0.3289776680     0.878
  0.3169      0.8009932045     -2.5275897902     -0.7446109632      0.3293049892     0.878
  0.3170      0.8010676820     -2.5270273880     -0.7449389322      0.3296326441     0.878
  0.3171      0.8011421923     -2.5264654440     -0.7452670204      0.3299606385     0.878
  0.3172      0.8012167354     -2.5259039577     -0.7455952280      0.3302889594     0.878
  0.3173      0.8012913113     -2.5253429289     -0.7459235552      0.3306176183     0.878
  0.3174      0.8013659201     -2.5247823570     -0.7462520019      0.3309466131     0.878
  0.3175      0.8014405617     -2.5242222417     -0.7465805684      0.3312759386     0.878
  0.3176      0.8015152362     -2.5236625826     -0.7469092548      0.3316056074     0.878
  0.3177      0.8015899436     -2.5231033792     -0.7472380611      0.3319356018     0.878
  0.3178      0.8016646838     -2.5225446313     -0.7475669875      0.3322659514     0.878
  0.3179      0.8017394570     -2.5219863384     -0.7478960341      0.3325966114     0.878
  0.3180      0.8018142630     -2.5214285001     -0.7482252010      0.3329276385     0.878
  0.3181      0.8018891020     -2.5208711161     -0.7485544884      0.3332589901     0.878
  0.3182      0.8019639739     -2.5203141859     -0.7488838963      0.3335906755     0.878
  0.3183      0.8020388788     -2.5197577091     -0.7492134249      0.3339227108     0.878
  0.3184      0.8021138166     -2.5192016854     -0.7495430744      0.3342550784     0.878
  0.3185      0.8021887874     -2.5186461143     -0.7498728447      0.3345877897     0.878
  0.3186      0.8022637912     -2.5180909956     -0.7502027360      0.3349208428     0.878
  0.3187      0.8023388280     -2.5175363287     -0.7505327485      0.3352542323     0.878
  0.3188      0.8024138977     -2.5169821134     -0.7508628823      0.3355879676     0.878
  0.3189      0.8024890005     -2.5164283491     -0.7511931375      0.3359220502     0.878
  0.3190      0.8025641364     -2.5158750356     -0.7515235142      0.3362564723     0.878
  0.3191      0.8026393052     -2.5153221725     -0.7518540125      0.3365912287     0.878
  0.3192      0.8027145072     -2.5147697593     -0.7521846325      0.3369263378     0.878
  0.3193      0.8027897422     -2.5142177957     -0.7525153745      0.3372617964     0.878
  0.3194      0.8028650102     -2.5136662813     -0.7528462384      0.3375975812     0.878
  0.3195      0.8029403114     -2.5131152157     -0.7531772244      0.3379337286     0.878
  0.3196      0.8030156457     -2.5125645985     -0.7535083327      0.3382702208     0.878
  0.3197      0.8030910131     -2.5120144294     -0.7538395633      0.3386070490     0.878
  0.3198      0.8031664136     -2.5114647080     -0.7541709164      0.3389442363     0.878
  0.3199      0.8032418473     -2.5109154338     -0.7545023921      0.3392817614     0.878
  0.3200      0.8033173141     -2.5103666065     -0.7548339905      0.3396196348     0.878
  0.3201      0.8033928141     -2.5098182258     -0.7551657118      0.3399578659     0.878
  0.3202      0.8034683472     -2.5092702911     -0.7554975560      0.3402964289     0.878
  0.3203      0.8035439136     -2.5087228023     -0.7558295233      0.3406353628     0.878
  0.3204      0.8036195131     -2.5081757588     -0.7561616138      0.3409746302     0.878
  0.3205      0.8036951459     -2.5076291604     -0.7564938276      0.3413142555     0.878
  0.3206      0.8037708119     -2.5070830065     -0.7568261649      0.3416542276     0.878
  0.3207      0.8038465111     -2.5065372970     -0.7571586258      0.3419945569     0.878
  0.3208      0.8039222436     -2.5059920312     -0.7574912103      0.3423352302     0.878
  0.3209      0.8039980094     -2.5054472090     -0.7578239187      0.3426762649     0.878
  0.3210      0.8040738084     -2.5049028299     -0.7581567510      0.3430176453     0.878
  0.3211      0.8041496407     -2.5043588936     -0.7584897074      0.3433593820     0.878
  0.3212      0.8042255063     -2.5038153996     -0.7588227880      0.3437014673     0.878
  0.3213      0.8043014053     -2.5032723476     -0.7591559929      0.3440439220     0.878
  0.3214      0.8043773375     -2.5027297372     -0.7594893223      0.3443867158     0.878
  0.3215      0.8044533031     -2.5021875681     -0.7598227762      0.3447298739     0.878
  0.3216      0.8045293021     -2.5016458399     -0.7601563548      0.3450733842     0.878
  0.3217      0.8046053344     -2.5011045521     -0.7604900582      0.3454172561     0.878
  0.3218      0.8046814001     -2.5005637045     -0.7608238865      0.3457614785     0.878
  0.3219      0.8047574992     -2.5000232967     -0.7611578400      0.3461060620     0.878
  0.3220      0.8048336317     -2.4994833282     -0.7614919186      0.3464510047     0.878
  0.3221      0.8049097976     -2.4989437988     -0.7618261225      0.3467963057     0.878
  0.3222      0.8049859969     -2.4984047080     -0.7621604519      0.3471419653     0.878
  0.3223      0.8050622297     -2.4978660554     -0.7624949068      0.3474879884     0.878
  0.3224      0.8051384959     -2.4973278408     -0.7628294875      0.3478343582     0.878
  0.3225      0.8052147956     -2.4967900638     -0.7631641939      0.3481811060     0.878
  0.3226      0.8052911287     -2.4962527239     -0.7634990263      0.3485282079     0.878
  0.3227      0.8053674954     -2.4957158208     -0.7638339848      0.3488756678     0.878
  0.3228      0.8054438955     -2.4951793542     -0.7641690695      0.3492235032     0.878
  0.3229      0.8055203292     -2.4946433236     -0.7645042805      0.3495716822     0.878
  0.3230      0.8055967964     -2.4941077287     -0.7648396180      0.3499202432     0.878
  0.3231      0.8056732971     -2.4935725692     -0.7651750821      0.3502691588     0.878
  0.3232      0.8057498314     -2.4930378447     -0.7655106729      0.3506184408     0.878
  0.3233      0.8058263992     -2.4925035547     -0.7658463905      0.3509680885     0.878
  0.3234      0.8059030007     -2.4919696990     -0.7661822351      0.3513180963     0.878
  0.3235      0.8059796357     -2.4914362773     -0.7665182068      0.3516684832     0.878
  0.3236      0.8060563043     -2.4909032890     -0.7668543057      0.3520192240     0.878
  0.3237      0.8061330066     -2.4903707339     -0.7671905320      0.3523703444     0.878
  0.3238      0.8062097424     -2.4898386115     -0.7675268858      0.3527218206     0.878
  0.3239      0.8062865119     -2.4893069217     -0.7678633672      0.3530736701     0.878
  0.3240      0.8063633151     -2.4887756639     -0.7681999763      0.3534258887     0.878
  0.3241      0.8064401519     -2.4882448378     -0.7685367133      0.3537784791     0.878
  0.3242      0.8065170224     -2.4877144430     -0.7688735783      0.3541314439     0.878
  0.3243      0.8065939266     -2.4871844793     -0.7692105715      0.3544847660     0.878
  0.3244      0.8066708645     -2.4866549462     -0.7695476929      0.3548384748     0.877
  0.3245      0.8067478362     -2.4861258434     -0.7698849427      0.3551925368     0.878
  0.3246      0.8068248415     -2.4855971705     -0.7702223211      0.3555469874     0.878
  0.3247      0.8069018806     -2.4850689271     -0.7705598281      0.3559018060     0.878
  0.3248      0.8069789535     -2.4845411130     -0.7708974639      0.3562569986     0.878
  0.3249      0.8070560601     -2.4840137277     -0.7712352286      0.3566125597     0.878
  0.3250      0.8071332005     -2.4834867709     -0.7715731224      0.3569685062     0.878
  0.3251      0.8072103748     -2.4829602423     -0.7719111454      0.3573248184     0.878
  0.3252      0.8072875828     -2.4824341414     -0.7722492977      0.3576815060     0.878
  0.3253      0.8073648246     -2.4819084679     -0.7725875794      0.3580385834     0.878
  0.3254      0.8074421003     -2.4813832216     -0.7729259908      0.3583960264     0.878
  0.3255      0.8075194098     -2.4808584019     -0.7732645318      0.3587538387     0.878
  0.3256      0.8075967532     -2.4803340086     -0.7736032027      0.3591120549     0.878
  0.3257      0.8076741305     -2.4798100413     -0.7739420036      0.3594706222     0.878
  0.3258      0.8077515416     -2.4792864997     -0.7742809346      0.3598295835     0.878
  0.3259      0.8078289866     -2.4787633834     -0.7746199959      0.3601889273     0.878
  0.3260      0.8079064656     -2.4782406920     -0.7749591875      0.3605486410     0.878
  0.3261      0.8079839785     -2.4777184253     -0.7752985097      0.3609087426     0.878
  0.3262      0.8080615253     -2.4771965828     -0.7756379625      0.3612692229     0.878
  0.3263      0.8081391061     -2.4766751642     -0.7759775462      0.3616300836     0.878
  0.3264      0.8082167208     -2.4761541692     -0.7763172607      0.3619913380     0.878
  0.3265      0.8082943695     -2.4756335973     -0.7766571063      0.3623529591     0.878
  0.3266      0.8083720522     -2.4751134484     -0.7769970831      0.3627149723     0.878
  0.3267      0.8084497689     -2.4745937219     -0.7773371913      0.3630773802     0.878
  0.3268      0.8085275197     -2.4740744176     -0.7776774309      0.3634401582     0.878
  0.3269      0.8086053044     -2.4735555351     -0.7780178021      0.3638033258     0.878
  0.3270      0.8086831232     -2.4730370741     -0.7783583051      0.3641668820     0.878
  0.3271      0.8087609761     -2.4725190342     -0.7786989399      0.3645308165     0.878
  0.3272      0.8088388630     -2.4720014151     -0.7790397068      0.3648951594     0.878
  0.3273      0.8089167840     -2.4714842164     -0.7793806058      0.3652598707     0.878
  0.3274      0.8089947391     -2.4709674378     -0.7797216371      0.3656249731     0.878
  0.3275      0.8090727284     -2.4704510790     -0.7800628008      0.3659904719     0.878
  0.3276      0.8091507517     -2.4699351395     -0.7804040971      0.3663563615     0.878
  0.3277      0.8092288092     -2.4694196191     -0.7807455261      0.3667226302     0.878
  0.3278      0.8093069008     -2.4689045174     -0.7810870879      0.3670893012     0.878
  0.3279      0.8093850266     -2.4683898341     -0.7814287827      0.3674563627     0.878
  0.3280      0.8094631866     -2.4678755688     -0.7817706107      0.3678238128     0.877
  0.3281      0.8095413807     -2.4673617212     -0.7821125719      0.3681916507     0.878
  0.3282      0.8096196091     -2.4668482909     -0.7824546664      0.3685598946     0.878
  0.3283      0.8096978717     -2.4663352776     -0.7827968946      0.3689285282     0.878
  0.3284      0.8097761685     -2.4658226810     -0.7831392564      0.3692975493     0.878
  0.3285      0.8098544995     -2.4653105008     -0.7834817520      0.3696669727     0.878
  0.3286      0.8099328648     -2.4647987365     -0.7838243816      0.3700367905     0.878
  0.3287      0.8100112644     -2.4642873878     -0.7841671453      0.3704070040     0.878
  0.3288      0.8100896982     -2.4637764545     -0.7845100432      0.3707776186     0.878
  0.3289      0.8101681664     -2.4632659361     -0.7848530755      0.3711486310     0.878
  0.3290      0.8102466689     -2.4627558324     -0.7851962423      0.3715200330     0.877
