L=64, N=4096, boundary=OBC, seed=24
Training 69 temperatures: [0.1, 0.1109, 0.1217, 0.1325, 0.1432, 0.1538, 0.1643, 0.1747, 0.185, 0.1952, 0.2053, 0.2153, 0.2252, 0.235, 0.2447, 0.2543, 0.2638, 0.2732, 0.2824, 0.2915, 0.3005, 0.3094, 0.3181, 0.3267, 0.3352, 0.3435, 0.3517, 0.3597, 0.3676, 0.3753, 0.3828, 0.3902, 0.3974, 0.4044, 0.4112, 0.4178, 0.4242, 0.4303, 0.4362, 0.4419, 0.4474, 0.4529, 0.4586, 0.4646, 0.4711, 0.478, 0.4854, 0.4933, 0.5018, 0.5108, 0.5204, 0.5307, 0.5417, 0.5535, 0.5661, 0.5797, 0.5944, 0.6103, 0.6276, 0.6466, 0.6675, 0.6907, 0.7167, 0.7462, 0.7801, 0.8199, 0.8677, 0.9274, 1.0]
total_batch_size=2000  →  samples_per_temp=28
Annealing strategy: THREE-PHASE CRITICAL over 15000 steps
  Phase 1 (0-20%):  factor 0.00 -> 0.35 [fast warmup]
  Phase 2 (20-70%): factor 0.35 -> 0.55 [critical wandering β_c≈0.44]
  Phase 3 (70-100%):factor 0.55 -> 1.00 [low-T hardening]
Z2 symmetry: ENABLED (LogProbWrapper)
Hamiltonian: IsingHamiltonian(L=64, n=4096, boundary=OBC)

Model: patched AR, patch_size=2, Z2-symmetric
Parameters: 2,533,456

Optimizer: muon, lr=0.001
Scheduler: warmup(2000) + cosine(eta_min=1e-05)

Starting training...
----------------------------------------------------------------------
Step 4700/20000: annealing=0.3953 [P2:critical], lr=9.46e-04, time=17042.4s
Step 4800/20000: annealing=0.3980 [P2:critical], lr=9.42e-04, time=17406.2s
Step 4900/20000: annealing=0.4007 [P2:critical], lr=9.38e-04, time=17769.8s
Step 5000/20000: annealing=0.4033 [P2:critical], lr=9.34e-04, time=18133.2s
Step 5100/20000: annealing=0.4060 [P2:critical], lr=9.29e-04, time=18496.8s
Step 5200/20000: annealing=0.4087 [P2:critical], lr=9.25e-04, time=18860.4s
Step 5300/20000: annealing=0.4113 [P2:critical], lr=9.20e-04, time=19223.9s
Step 5400/20000: annealing=0.4140 [P2:critical], lr=9.15e-04, time=19587.7s
Step 5500/20000: annealing=0.4167 [P2:critical], lr=9.10e-04, time=19951.4s
Step 5600/20000: annealing=0.4193 [P2:critical], lr=9.05e-04, time=20314.7s
Step 5700/20000: annealing=0.4220 [P2:critical], lr=9.00e-04, time=20678.0s
Step 5800/20000: annealing=0.4247 [P2:critical], lr=8.95e-04, time=21041.3s
Step 5900/20000: annealing=0.4273 [P2:critical], lr=8.90e-04, time=21405.0s
Step 6000/20000: annealing=0.4300 [P2:critical], lr=8.84e-04, time=21769.0s
Step 6100/20000: annealing=0.4327 [P2:critical], lr=8.79e-04, time=22133.9s
Step 6200/20000: annealing=0.4353 [P2:critical], lr=8.73e-04, time=22496.5s
Step 6300/20000: annealing=0.4380 [P2:critical], lr=8.67e-04, time=22859.1s
